sample_id	Habitat	Kingdom	Phylum	Class	Order	Family	Genus	abundance
SRR10070130	Riverwater	Archaea	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	0.0006445223460613397
SRR10070130	Riverwater	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Falcatimonas	0.00014148051498907456
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Unclassified	0.0004873217738512568
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Acidibacter	Unclassified	0.0015562856648798202
SRR10070130	Riverwater	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	0.00007860028610504142
SRR10070130	Riverwater	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Unclassified	0.00044016160218823195
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sulfuricella	0.00023580085831512426
SRR10070130	Riverwater	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified	0.00011004040054705799
SRR10070130	Riverwater	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	0.00009432034332604971
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	0.0008017229182714225
SRR10070130	Riverwater	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Unclassified	0.0008017229182714225
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	0.014808293902189804
SRR10070130	Riverwater	Bacteria	Candidatus_Saccharibacteria	Unclassified	Unclassified	Unclassified	Unclassified	0.02628393567352585
SRR10070130	Riverwater	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Unclassified	0.000330121201641174
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	0.005832141228994074
SRR10070130	Riverwater	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	0.0027824501281184665
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unclassified	Unclassified	0.21604074638831686
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.1998019272790153
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	0.00007860028610504142
SRR10070130	Riverwater	Archaea	Crenarchaeota	Thermoprotei	Unclassified	Unclassified	Unclassified	0.00011004040054705799
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas	0.007718548095515068
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	0.007404146951094902
SRR10070130	Riverwater	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unclassified	Unclassified	Unclassified	0.00025152091553613256
SRR10070130	Riverwater	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Geminisphaera	0.0006759624605033563
SRR10070130	Riverwater	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	0.00018864068665209942
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sideroxydans	0.001320484806564696
SRR10070130	Riverwater	Bacteria	Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	0.0014462452643327621
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Agitococcus	0.03390816342571487
SRR10070130	Riverwater	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	0.0003144011444201657
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	0.0005659220599562982
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Fluviicoccus	0.0031125713297596403
SRR10070130	Riverwater	Bacteria	Acidobacteria	Acidobacteria_Gp16	Gp16	Unclassified	Unclassified	0.0008488830899344474
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0.024586169493656957
SRR10070130	Riverwater	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Lacipirellulaceae	Lacipirellula	0.0005659220599562982
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sulfuritalea	0.0012890446921226793
SRR10070130	Riverwater	Bacteria	Acidobacteria	Acidobacteria_Gp23	Gp23	Unclassified	Unclassified	0.000047160171663024855
SRR10070130	Riverwater	Bacteria	Aminicenantes	Saccharicenantaceae	Saccharicenans	Unclassified	Unclassified	0.00003144011444201657
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Povalibacter	0.0008331630327134391
SRR10070130	Riverwater	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Unclassified	0.00014148051498907456
SRR10070130	Riverwater	Bacteria	Latescibacteria	Unclassified	Unclassified	Unclassified	Unclassified	0.0008803232043764639
SRR10070130	Riverwater	Archaea	Woesearchaeota	Unclassified	Unclassified	Unclassified	Unclassified	0.0026566896703504
SRR10070130	Riverwater	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified	0.00009432034332604971
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Pseudomaricurvus	0.00025152091553613256
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	0.002436608869256284
SRR10070130	Riverwater	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	0.00017292062943109114
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Unclassified	0.0007545627466083977
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	0.007294106550547844
SRR10070130	Riverwater	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	0.003379812302516781
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Laribacter	0.00018864068665209942
SRR10070130	Riverwater	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Halobacteriovoraceae	Halobacteriovorax	0.0005502020027352899
SRR10070130	Riverwater	Archaea	Woesearchaeota	Woesearchaeota_Incertae_Sedis_AR16	Unclassified	Unclassified	Unclassified	0.0005973621743983148
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	0.0003930014305252071
SRR10070130	Riverwater	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.002436608869256284
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	0.001886406866520994
SRR10070130	Riverwater	Archaea	Pacearchaeota	Pacearchaeota_Incertae_Sedis_AR13	Unclassified	Unclassified	Unclassified	0.0003458412588621823
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	0.004244415449672237
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Chryseolinea	0.0002829610299781491
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	0.007749988209957084
SRR10070130	Riverwater	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Unclassified	0.0007074025749453728
SRR10070130	Riverwater	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Unclassified	0.0005659220599562982
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.00018864068665209942
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylophilus	0.003254051844748715
SRR10070130	Riverwater	Bacteria	Planctomycetes	Unclassified	Unclassified	Unclassified	Unclassified	0.0002986810871991574
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Unclassified	Unclassified	0.001430525207111754
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Perlucidibaca	0.0002829610299781491
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Unclassified	Unclassified	0.000613082231619323
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Malikia	0.0130948076650999
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	0.0009117633188184805
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.0011947243487966297
SRR10070130	Riverwater	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	0.00017292062943109114
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	0.004291575621335262
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Unclassified	0.0005502020027352899
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	0.00023580085831512426
SRR10070130	Riverwater	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Unclassified	Unclassified	0.00009432034332604971
SRR10070130	Riverwater	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unclassified	0.0005187618882932734
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Unclassified	Unclassified	0.0005187618882932734
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.013126247779541918
SRR10070130	Riverwater	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Unclassified	0.0011947243487966297
SRR10070130	Riverwater	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	0.0002043607438731077
SRR10070130	Riverwater	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	0.001163284234354613
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Aquaspirillum	0.001886406866520994
SRR10070130	Riverwater	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	0.00015720057221008284
SRR10070130	Riverwater	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	0.000330121201641174
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	0.0005030418310722651
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Lewinellaceae	Unclassified	0.0002672409727571408
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Unclassified	Unclassified	0.0009274833760394888
SRR10070130	Riverwater	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	0.0036784933897159385
SRR10070130	Riverwater	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	0.00018864068665209942
SRR10070130	Riverwater	Bacteria	Actinobacteria	Actinobacteria	Sporichthyales	Sporichthyaceae	Longivirga	0.00037728137330419884
SRR10070130	Riverwater	Bacteria	Acidobacteria	Acidobacteria_Gp7	Gp7	Unclassified	Unclassified	0.0003144011444201657
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	0.005234779054595759
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flectobacillus	0.004055774763020137
SRR10070130	Riverwater	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	0.0017449263515319196
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Pseudaeromonas	0.0003930014305252071
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	0.0010060836621445302
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Cloacibacterium	0.0007545627466083977
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Unclassified	0.0012418845204596545
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	0.0010060836621445302
SRR10070130	Riverwater	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	0.00017292062943109114
SRR10070130	Riverwater	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	0.00015720057221008284
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Ferruginibacter	0.0002043607438731077
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Unclassified	0.0018078065804159526
SRR10070130	Riverwater	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter	0.004936097967396602
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Aquimonas	0.0008960432615974722
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Unclassified	0.0012418845204596545
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	0.000613082231619323
SRR10070130	Riverwater	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	0.00017292062943109114
SRR10070130	Riverwater	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Kofleria	0.0005659220599562982
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	0.0004716017166302485
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	0.01674186094037382
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	0.0004716017166302485
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	0.007388426893873893
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Unclassified	0.00025152091553613256
SRR10070130	Riverwater	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Unclassified	0.000330121201641174
SRR10070130	Riverwater	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	0.0021850879537201515
SRR10070130	Riverwater	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Unclassified	0.0002986810871991574
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Unclassified	0.0005502020027352899
SRR10070130	Riverwater	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Unclassified	0.000047160171663024855
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Unclassified	Unclassified	0.0002986810871991574
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	0.00023580085831512426
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	0.021772279251096475
SRR10070130	Riverwater	Bacteria	Verrucomicrobia	Opitutae	Unclassified	Unclassified	Unclassified	0.00006288022888403314
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Lewinellaceae	Flavilitoribacter	0.00022008080109411598
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Unclassified	0.00011004040054705799
SRR10070130	Riverwater	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	0.0015877257793218368
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	0.00014148051498907456
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Chiayiivirga	0.00011004040054705799
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Uruburuella	0.0009589234904815053
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sulfurisoma	0.00018864068665209942
SRR10070130	Riverwater	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	0.015248455504378035
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	0.0020121673242890605
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea	0.001226164463238646
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Basilea	0.00012576045776806628
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Namhaeicola	0.00011004040054705799
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	0.0008646031471554556
SRR10070130	Riverwater	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfocapsa	0.0003930014305252071
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	0.0004087214877462154
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiolineaceae	Thiolinea	0.000330121201641174
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Alsobacteraceae	Alsobacter	0.0002829610299781491
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	0.00036156131608319054
SRR10070130	Riverwater	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix	0.0003144011444201657
SRR10070130	Riverwater	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.0002672409727571408
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Unclassified	Unclassified	0.000770282803829406
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	0.0006445223460613397
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	0.0004873217738512568
SRR10070130	Riverwater	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Unclassified	0.00015720057221008284
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Novosphingobium	0.0015248455504378036
SRR10070130	Riverwater	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	0.0020278873815100687
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	0.00009432034332604971
SRR10070130	Riverwater	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus	0.0005030418310722651
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Maribellus	0.0002672409727571408
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	0.0008174429754924308
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	0.0013362048637857041
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	0.004008614591357112
SRR10070130	Riverwater	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonatronobacter	0.00006288022888403314
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter	0.0007545627466083977
SRR10070130	Riverwater	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Lacunisphaera	0.0013362048637857041
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Phaeodactylibacter	0.0002986810871991574
SRR10070130	Riverwater	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Pedococcus	0.0006759624605033563
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	0.0004087214877462154
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Unclassified	Unclassified	0.00023580085831512426
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	0.0016977661798688948
SRR10070130	Riverwater	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	0.00025152091553613256
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Occidentia	0.00014148051498907456
SRR10070130	Riverwater	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Unclassified	0.0005973621743983148
SRR10070130	Riverwater	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	0.00015720057221008284
SRR10070130	Riverwater	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succinispira	0.00014148051498907456
SRR10070130	Riverwater	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	0.0015248455504378036
SRR10070130	Riverwater	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Rivicola	0.0003930014305252071
SRR10070130	Riverwater	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Macellibacteroides	0.0003458412588621823
SRR10070130	Riverwater	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unclassified	0.0025623693270243504
SRR10070130	Riverwater	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Vampirovibrio	0.007545627466083976
