sample_id	taxon	rank	abundance	lineage	habitat
SRR10070132	Rhizobiaceae	Family	0.0018335323213371994	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	Groundwater
SRR10070132	Hyphomicrobiaceae	Family	0.0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Groundwater
SRR10070132	""	Family	0.0002558417192563534	Bacteria;Verrucomicrobia;;;	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Acidobacteria;Acidobacteria_Gp25;Gp25;	Groundwater
SRR10070132	Cystobacteraceae	Family	0.0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Acidobacteria;Acidobacteria_Gp3;Paludibaculum;	Groundwater
SRR10070132	Spirochaetaceae	Family	0.0	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae	Groundwater
SRR10070132	Cellulomonadaceae	Family	0.0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae	Groundwater
SRR10070132	Prevotellaceae	Family	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Groundwater
SRR10070132	Aggregatilineaceae	Family	0.0	Bacteria;Chloroflexi;Anaerolineae;Aggregatilineales;Aggregatilineaceae	Groundwater
SRR10070132	Myxococcaceae	Family	0.00034112229234180454	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae	Groundwater
SRR10070132	Weeksellaceae	Family	0.0	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae	Groundwater
SRR10070132	Peptostreptococcaceae	Family	0.00021320143271362784	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae	Groundwater
SRR10070132	Cytophagaceae	Family	0.0	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae	Groundwater
SRR10070132	Aeromonadaceae	Family	0.0	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae	Groundwater
SRR10070132	""	Family	0.00046904315196998124	Bacteria;Acidobacteria;Acidobacteria_Gp7;Gp7;	Groundwater
SRR10070132	Sporichthyaceae	Family	0.0	Bacteria;Actinobacteria;Actinobacteria;Sporichthyales;Sporichthyaceae	Groundwater
SRR10070132	Methanocorpusculaceae	Family	0.0	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Actinobacteria;Actinobacteria;;	Groundwater
SRR10070132	Rhodobacteraceae	Family	0.0033259423503325942	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Groundwater
SRR10070132	""	Family	0.00046904315196998124	Archaea;Diapherotrites;Candidatus_Iainarchaeum;;	Groundwater
SRR10070132	""	Family	0.004562510660071636	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;	Groundwater
SRR10070132	Syntrophobacteraceae	Family	0.0	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae	Groundwater
SRR10070132	Lewinellaceae	Family	0.0	Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Chloroflexi;Ktedonobacteria;;	Groundwater
SRR10070132	Ilumatobacteraceae	Family	0.0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae	Groundwater
SRR10070132	Armatimonadaceae	Family	0.0	Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae	Groundwater
SRR10070132	Thiovulaceae	Family	0.0	Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Thiovulaceae	Groundwater
SRR10070132	Nocardioidaceae	Family	0.0	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Chloroflexi;Thermomicrobia;;	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Acidobacteria;Acidobacteria_Gp3;Gp3;	Groundwater
SRR10070132	Bacteriovoracaceae	Family	0.0	Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;	Groundwater
SRR10070132	Pseudomonadaceae	Family	0.10161180283131503	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;	Groundwater
SRR10070132	Verrucomicrobiaceae	Family	0.0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	Groundwater
SRR10070132	""	Family	0.0009380863039399625	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;	Groundwater
SRR10070132	Rhodanobacteraceae	Family	0.0	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae	Groundwater
SRR10070132	Micromonosporaceae	Family	0.0	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae	Groundwater
SRR10070132	""	Family	0.00046904315196998124	Archaea;Euryarchaeota;;;	Groundwater
SRR10070132	Oxalobacteraceae	Family	0.02912331570868156	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Bacteroidetes;Saprospiria;Saprospirales;	Groundwater
SRR10070132	Kineosporiaceae	Family	0.0	Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae	Groundwater
SRR10070132	""	Family	0.002174654613679004	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Planctomycetes;;;	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Acidobacteria;Acidobacteria_Gp21;Gp21;	Groundwater
SRR10070132	Methylophilaceae	Family	0.0007675251577690602	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae	Groundwater
SRR10070132	Sphingomonadaceae	Family	0.0075046904315197	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	Groundwater
SRR10070132	Nitrosopumilus	Family	0.07410881801125703	Archaea;Thaumarchaeota;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus	Groundwater
