taxon	Kingdom	Phylum	Class	Order	Family	Genus	Species	confidence	label	dominant_habitat
420f630f2002f0fe6d9e99439d070ddb								0.0	420f630f	Rare
4215d7b0e3c84916d72e8b711803822f	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales				1.0	Chloroflexota	Sediment
421d29d5cd47bbdf4d99899673052b59	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae			0.77	Pseudomonadota	Rare
422a3c019dbe1b529c87ac238b5bafd5	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp026391525	0.71	Bacteroidota	Soil
423a926b0c75b9b0d10fa6dbb65c28f4	Bacteria	Desulfobacterota	Binatia	UBA1149	CAYXZP01	CAYXZP01	CAYXZP01 sp046583395	0.92	Desulfobacterota	Sediment
4240cbdefb886ef8e0b16e50862861b4	Bacteria	Chloroflexota	UBA6077	UBA6077	JACCZL01	JADZEM01	JADZEM01 sp046328125	1.0	Chloroflexota	Soil
425223a5474c1123c8f95de4823fc621	Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12			1.0	Zixibacteria	Sediment
426884b133b3a938abf15be7d613a207	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Rariloculaceae	Rariloculus		0.96	Pseudomonadota	Rare
427af271d18e37cb20058899bbe68c90	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineaceae	CAWKMN01	CAWKMN01 sp963850765	0.99	Chloroflexota	Rare
42a76a7038806b25cfe6a4c0f9952b39	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	CAWJWY01	CAWJWY01 sp963846685	0.5	Acidobacteriota	Soil
42e127f307956b3814b26e37ccc59c58	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	CAVPJW01			0.52	Acidobacteriota	Sediment
42f0e691f302bb1170e2ca8606efe604	Archaea	Nanobdellota	Nanobdellia					0.5	Nanobdellota	Groundwater
436736dde2bcafb6b17fa5381329e9ca	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	RPQJ01		1.0	Pseudomonadota	Riverwater
4370fca11c668d6824fa63c1eb2505c0	Bacteria	Desulfobacterota	Binatia	UBA1149	CAYXZP01	CAYXZP01	CAYXZP01 sp046583395	0.88	Desulfobacterota	Rare
438af11a3662810a0e725c897232945b	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823	FEB-25	FEB-25 sp963822175	0.9	Chloroflexota	Sediment
43aad7b141676978556a0507b9780d44	Bacteria	Vulcanimicrobiota	JAMCWD01	JAMCWD01	JAMCWD01	JAMCWD01	JAMCWD01 sp023475345	1.0	Vulcanimicrobiota	Rare
43b04952183ca75ef0f27189b05b9d9c	Bacteria	Desulfobacterota	Desulfarculia	JACQYL01				0.5	Desulfobacterota	Rare
43b07029a240c1bb9ab607620064cceb	Bacteria	Acidobacteriota	UBA6911	UBA6911	UBA6911	UBA6911	UBA6911 sp963761825	0.66	Acidobacteriota	Sediment
43b78d3a02162875cc4a7d58dac09af4	Bacteria	Pseudomonadota	Alphaproteobacteria	WRAU01	Hepatincolaceae	Hepatincola	Hepatincola sp023518375	0.84	Pseudomonadota	Rare
43e7568ca9f141c79b1104cc520c679f	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	SXOA01	SXOA01 sp051004015	1.0	Planctomycetota	Soil
43f82c8e4ae583a75e657506c7e479a3	Bacteria	Actinomycetota	Acidimicrobiia	IMCC26256	PALSA-610	JBBQER01	JBBQER01 sp963807945	0.73	Actinomycetota	Rare
44151829855e6d99e2dfae2eab6c71fa	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oceanobacteraceae	JACKOM01	JACKOM01 sp024234265	1.0	Pseudomonadota	Riverwater
443a1b6e9bb8b8434623dbabf8c5a719	Bacteria	Pseudomonadota	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia_A		0.94	Pseudomonadota	Sediment
4443296b5cbb3ee846e7cf4256e7cf9b	Bacteria	Chloroflexota	UBA6077	UBA6077	JACCZL01	CAVXYC01	CAVXYC01 sp963765765	0.64	Chloroflexota	Rare
444d8eeca1a68a93f3ef9c7fcbb3bf46	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	DASTFP01		1.0	Verrucomicrobiota	Soil
4457bfd8e0cc459a2088fdaa222aa3af	Bacteria	Bacillota	Bacilli	Bacillales	DSM-1321	Peribacillus		0.58	Bacillota	Soil
44874e4cee4ca7e72a7053ae59b7c55c	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	SIAF01	SIAF01 sp020050375	0.86	Planctomycetota	Soil
4491fcd796dcb674d2e4f032c82adfb7	Bacteria	Patescibacteriota	Gracilibacteria	UBA1369				0.72	Patescibacteriota	Groundwater
449645ac23f745366498eec4d4a37c5a	Bacteria	Patescibacteriota	Gracilibacteria	BD1-5	UBA2023	JABFSX01	JABFSX01 sp014377245	0.77	Patescibacteriota	Rare
44b838f8516fe73a43b7d28722e978f9	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	CAIYRG01	CAIYRG01 sp963747255	0.72	Pseudomonadota	Rare
44f76bbeaa4ce5cbacbcff32014d837e	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	SZUA-36	SHZL01	SHZL01 sp963784425	0.58	Pseudomonadota	Rare
452f8b97434b4307c2fa6604d2505a5e	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Luteolibacter	Luteolibacter sp018969605	0.94	Verrucomicrobiota	Sediment
4542e210503a0deaa85d8f51bd802105	Bacteria	Acidobacteriota	Terriglobia	20CM-2-55-15	20CM-2-55-15			0.92	Acidobacteriota	Soil
458858b6e174dfd1e0f0e9591a586fd7	Bacteria	Desulfobacterota	DSM-4660	Desulfatiglandales	Desulfatiglandaceae	CAWHLE01	CAWHLE01 sp963830155	0.96	Desulfobacterota	Rare
45a703c3d46ed9731722d03c72be9069	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_F	JACCZX01		0.96	Pseudomonadota	Soil
45bdd24b81b9a4ed791efe55f698a230	Bacteria	Eisenbacteria	RBG-16-71-46	SZUA-252	SZUA-252	WS-9	WS-9 sp035273905	0.68	Eisenbacteria	Sediment
45c93440cb5fa8659dd4cf3c9182ad21	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Limisphaerales				1.0	Verrucomicrobiota	Rare
45de2e6c716d62e8dbed26ed9dccdc5f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21		0.95	Bacteroidota	Sediment
45f98af21a999466d06cb30938e0465c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	SR-FBR-E99		1.0	Bacteroidota	Sediment
45ffedadc43d8030c7f8a405ca9ab0db	Bacteria	Myxococcota_A	Polyangia	Palsa-1104	JAEUJZ01	JAEUKA01	JAEUKA01 sp937868485	0.96	Myxococcota_A	Riverwater
4608fae4bbc9964cdd17af8782f2155e	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_D			0.92	Pseudomonadota	Soil
462a6069bc5750f2989889ed64e84e41	Bacteria	Planctomycetota						0.93	Planctomycetota	Rare
462ba34fb70bcaf21c13f072311ced43	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C			0.88	Pseudomonadota	Soil
46343fe96b9dce7f865699de6d65141a	Bacteria							0.94	46343fe9	Rare
463448be7fe6ae1e5a096e746e6974c5	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999			1.0	Acidobacteriota	Rare
463fd7d87b0ddd0b6baf70ce9e582601	Bacteria	Myxococcota_A	Polyangia	Polyangiales	Polyangiaceae			0.98	Myxococcota_A	Soil
467d51e62c0328f3a04294193f3b463d	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SCGC-AG-212-J23		0.96	Pseudomonadota	Sediment
468c880375a92edfc0fdf95c2c078160	Bacteria	Armatimonadota	UBA5829	UBA5829	UBA5829			0.79	Armatimonadota	Sediment
468dc5534c50832cd6741b32821615a8	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Palsa-187		1.0	Acidobacteriota	Soil
46b98c5a7785fc5f7644a757ad57181f	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pararheinheimera		1.0	Pseudomonadota	Rare
46c7004979d35d305e2be355ead40800	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys		0.95	Pseudomonadota	Soil
46cf60e0b01163efa09cb3f9be29ccaa	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	DATBVX01		1.0	Pseudomonadota	Sediment
46d7d2150b3dcacf1d82862da6c16c1d	Bacteria	Elusimicrobiota	Elusimicrobia	UBA1565	UBA9628	DAIDHI01	DAIDHI01 sp027452025	0.68	Elusimicrobiota	Groundwater
47037f37ecc83de8ea5b017fda49c8f8	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	RPQJ01		0.98	Pseudomonadota	Rare
471e451b8ecfc4ce0eaab9f275020874	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Polaromonas	Polaromonas vacuolata	0.58	Pseudomonadota	Riverwater
471e9ff7b293d4ccb7a214c3cf0f66bb	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	V1-33	CAIZWU01	CAIZWU01 sp903936775	0.99	Verrucomicrobiota	Rare
4746c2d7aeba6b3d8b22dd46df1da8f2								0.0	4746c2d7	Rare
475466b882ed396887ccb3af92e5cccc	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	AR5		0.92	Methylomirabilota	Soil
475a42e1560fc9d1a8cee0b333c78d86	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	Segetibacter koreensis	1.0	Bacteroidota	Rare
47a34a45d6690812e5f6e325b54cb212	Bacteria	Acidobacteriota	Polarisedimenticolia	Gp22-AA2	Gp22-AA2	Gp22-AA3	Gp22-AA3 sp036001465	0.91	Acidobacteriota	Groundwater
47a9d10e32ffbceb163e240b65825d7e	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C			0.98	Pseudomonadota	Groundwater
47ac5ca58a00fc3761fd3358993649ef	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	12-FULL-67-14b sp038919385	0.65	Acidobacteriota	Groundwater
47cf328b190a6417750fe13942eef2e0	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Saccharicenantaceae	JALHVH01		1.0	Acidobacteriota	Sediment
47d00c4ef4f2bfd77f58fa8d6f6b7120	Bacteria							1.0	47d00c4e	Rare
47f2617de53ce85d035fd4d1cc587272	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	VBAS01	VBAS01 sp963773465	0.95	Bacteroidota	Soil
47f280a62d3cbe2edbfada40370a17d4	Bacteria	Pseudomonadota	Alphaproteobacteria	Caedimonadales	Caedimonadaceae	Caedimonas	Caedimonas varicaedens	1.0	Pseudomonadota	Rare
4804669ff00c7ec682696fdd03d60923	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Arenimonas sp963707625	0.94	Pseudomonadota	Soil
483cc8ace882ea994d151f921d364bb4	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Fredericiella		0.64	Chloroflexota	Sediment
485a79d5bc8ae459b1a2bfe7047f56b5	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	SCN-69-37	DASQFI01	DASQFI01 sp963780895	0.97	Acidobacteriota	Rare
4866cacd1d074566d9be1a10af64a7d2	Bacteria	Actinomycetota	Acidimicrobiia	IMCC26256	JAGPDB01	JAGPDB01	JAGPDB01 sp046331265	0.85	Actinomycetota	Rare
4870859dcfb961dab8ac294550c2ca6c	Bacteria	Margulisbacteria	WOR-1	O2-12-FULL-45-9	O2-12-FULL-45-9			0.86	Margulisbacteria	Groundwater
48a2fef2d869ef51bd9c82f5017c72dd	Bacteria	Acidobacteriota	Thermoanaerobaculia	Multivoradales	UBA5704	DATARR01		0.86	Acidobacteriota	Rare
48ad0291cc4d51b975ef441698a47ad6	Bacteria	Desulfobacterota	DSM-4660	Desulfatiglandales	Desulfatiglandaceae	UBA5623	UBA5623 sp900258555	0.94	Desulfobacterota	Rare
48b75c6714ea8803c0482bdf6e06598b	Bacteria	Desulfobacterota	BSN033	BSN033	UBA1163			0.87	Desulfobacterota	Sediment
48cfa59632961313466dfcfd6a0e4bd0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	UBA7239	UBA7239	UBA7239 sp016713115	0.78	Pseudomonadota	Riverwater
48f0a653fa8e48e71ceb6f5fa56a5013	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	SCN-69-37			1.0	Acidobacteriota	Soil
48fb88caf2671016c7c9f0bfca30b52e	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae			0.77	Pseudomonadota	Soil
49075d418c4f51e0a21213f22ba3289e	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae			0.98	Pseudomonadota	Rare
49339f9df020bc23e3a5ec77722acf6a	Bacteria	Eisenbacteria	RBG-16-71-46	SZUA-252	SZUA-252	DASQJL01	DASQJL01 sp035631035	1.0	Eisenbacteria	Rare
495619e6c51e1e0955975577268afaf7	Bacteria	Cyanobacteriota	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	Ga0077546		1.0	Cyanobacteriota	Riverwater
497410d6fd55e49412a7aed1f2f9e0b6	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Casimicrobiaceae	VBCG01		0.98	Pseudomonadota	Soil
499184bcbf0e13d3034e46a52fa8ff25	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Acidaminobacteraceae	JAFGTX01	JAFGTX01 sp942492225	0.61	Bacillota	Rare
49932436723bb7039623f7b41e9e4f60	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_Z	Paenibacillus_Z baekrokdamisoli	0.66	Bacillota	Rare
499da3e701764b635962110575830e9e	Bacteria							1.0	499da3e7	Sediment
49a85d1c26f0cadbbe1c36ec5014afa1	Bacteria	Patescibacteriota	Gracilibacteria	UM-FILTER-43-11	UM-FILTER-43-11	JAZDOH01	JAZDOH01 sp043798815	0.57	Patescibacteriota	Groundwater
49e5ba21d193ece6dd5a33818228e855	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineaceae			0.89	Chloroflexota	Sediment
49eb983639e68debc8cdd94872e66efe	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17		0.98	Acidobacteriota	Soil
4a59ecd51cf88fd7848fb44b262e069c	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	SM23-35	DYFC01		0.99	Nitrospirota	Sediment
4a68df22f17735a23cb8eb6b7f113c68	Bacteria	Planctomycetota	UBA11346	UBA11346	UBA11346	BOG-1363	BOG-1363 sp031382605	0.94	Planctomycetota	Rare
4ac39a2cc328cb8726cb472c007d215a	Bacteria	Acidobacteriota	Vicinamibacteria	Fen-336	Fen-336	CAVXEA01	CAVXEA01 sp963760685	0.93	Acidobacteriota	Sediment
4ae7ae372ee4a3fdcf461aad64da4594	Bacteria							1.0	4ae7ae37	Groundwater
4b0113982625e2ee0f3907495937fdf4	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			0.96	Pseudomonadota	Rare
4b021eb83797bf9e656712f43eee3c03	Bacteria	Krumholzibacteriota	Krumholzibacteriia	Krumholzibacteriales	Krumholzibacteriaceae	JALOPX01	JALOPX01 sp963770685	1.0	Krumholzibacteriota	Rare
4b1ef2044dd76e8095216de4fd4122fe	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Geodermatophilaceae	CAVZOY01	CAVZOY01 sp963777095	0.87	Actinomycetota	Rare
4b5dd8e721cdfb4c1c20be14e9858139	Bacteria	Eisenbacteria	RBG-16-71-46	RBG-16-71-46	RBG-16-71-46	JAIOPA01	JAIOPA01 sp046076045	0.82	Eisenbacteria	Sediment
4b7712254e4dd8d5bc585d4a6c5c2e88	Bacteria							1.0	4b771225	Rare
4bc2853b48494b7dd698fccb74a67f56	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	AWTP1-13	AWTP1-13 sp963797005	0.9	Pseudomonadota	Sediment
4bd8055681b6af81dafcbc51ef3574c3	Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	JADJQU01		0.59	Planctomycetota	Rare
4be33645dd9f084ae764b704fa796e19	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Agitococcus	Agitococcus sp937920075	0.9	Pseudomonadota	Riverwater
4c06cf30350706e72cc050fe57284b3a	Bacteria	Chloroflexota	Anaerolineae	JAAYEA01	JAAYEA01	JAIOAV01	JAIOAV01 sp019873665	0.72	Chloroflexota	Rare
4c2b8605e3df5efdd4357862f33e2da1	Bacteria	Pseudomonadota	Alphaproteobacteria					0.99	Pseudomonadota	Sediment
4c36460cc7c6f79522718b282c264cc0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C			0.83	Pseudomonadota	Riverwater
4c58817cf27fb27fd1d6bfad47872d15	Bacteria	Bacteroidota	Ignavibacteria	UBA10030	UBA6906			1.0	Bacteroidota	Sediment
4c687e9abe11199b993e2ab668384d5c	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira_C		0.99	Nitrospirota	Soil
4c83252f299850bdc611d2b21d8a4f77	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Casimicrobiaceae	VBCG01	VBCG01 sp963804205	0.66	Pseudomonadota	Sediment
4c8746f3547392b9c03247cbb43cc244	Bacteria							1.0	4c8746f3	Rare
4c87523f07695269d1e32dc3c5acbdd5	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Chthoniobacter sp021414005	0.55	Verrucomicrobiota	Soil
4ca85d74652120b6f5ed238ffa803691	Bacteria							0.55	4ca85d74	Sediment
4cb1c79a39891be23cef3480941c3f2c	Bacteria	Desulfobacterota	BSN033	BSN033	UBA1163	UBA1163		0.5	Desulfobacterota	Rare
4cd3b95e158922f33b065d0b0a892f2e	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales				0.69	Pseudomonadota	Groundwater
4cef8f426fb91cbb421b27d3168b985a	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae			0.93	Pseudomonadota	Groundwater
4cfe5b5468150f8a54cf003ea4c15603	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Perlucidibaca	Perlucidibaca aquatica	0.99	Pseudomonadota	Rare
4d357733c8b1cf1a877a9d1b62d24bfb	Bacteria	Verrucomicrobiota	Verrucomicrobiia	JABWAM01	JABWAM01	JABDCI01	JABDCI01 sp013288215	0.97	Verrucomicrobiota	Groundwater
4d56ab10677542b64bfd38155d4e3305	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	CAVVIG01			0.98	Acidobacteriota	Groundwater
4d5b8c2c09a9e464f466f3ddc5ab1de5	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	Aestuariivirga sp016792825	0.74	Pseudomonadota	Mixed
4d696d7e1c7f2ba7daff21634a29c26b	Bacteria	Desulfobacterota	Syntrophorhabdia	Syntrophorhabdales	WCHB1-27	CAWEPK01		0.57	Desulfobacterota	Sediment
4d72007c70f4abc0bf9e8fe8b826d07d	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae			0.6	Pseudomonadota	Riverwater
4d8dc891309da1783a7caaebbec4afd5								0.0	4d8dc891	Soil
4d9855aa5db8a74cde9f3464e70abdb0	Bacteria	Patescibacteriota	Minisyncoccia	Phycocordibacterales				0.82	Patescibacteriota	Rare
4da6331b774b728f600802445caf28b7	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-612	PALSA-612 sp963755155	0.89	Actinomycetota	Rare
4dc351f5882fc368340faa474b8995da	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae			0.67	Planctomycetota	Rare
4dd021ec5a9a60ebf8cf989b62bf7fb6	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Pollutibacter	Pollutibacter sp046317915	0.6	Bacteroidota	Sediment
4dd2e8bec1c08199b34ad0e856b8e6f0	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999			0.99	Acidobacteriota	Sediment
4df62cc431835443f66d38ab99d3306c	Bacteria	Bacteroidota	Ignavibacteria	UBA10030	UBA6906	UBA11986	UBA11986 sp963734955	0.58	Bacteroidota	Rare
4dfe34342f9cba870b405754b725815a	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Sulfomarinibacteraceae	Sulfomarinibacter		0.86	Acidobacteriota	Sediment
4e00417ee94dbf3933ddc334fe42d416	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	SZUA-47	JAGONL01	JAGONL01 sp017993025	0.88	Patescibacteriota	Riverwater
4e062b62115cef8c32f7818a986f945d	Bacteria	Myxococcota_A	Polyangia	Polyangiales	Polyangiaceae	CAWHDJ01	CAWHDJ01 sp963827955	0.56	Myxococcota_A	Rare
4e5aec2fa9e42a7c58b5cda0c681d5a8	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	TMP-7		0.7	Acidobacteriota	Rare
4eaa7263745180f32e653be165811ea2	Bacteria	Desulfobacterota	JAZDOA01	JAZDOA01	JAZDOA01	JAZDOA01	JAZDOA01 sp043799175	0.99	Desulfobacterota	Rare
4ec2c7a524293cc08d33d0d178380024	Bacteria	UBA10199	UBA10199	2-02-FULL-44-16	JAAZCA01			0.66	UBA10199	Sediment
4ec3a2e6d0254af444ce3f7d54bb75cf	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	VGLJ01	VGLJ01 sp963707305	0.96	Methylomirabilota	Rare
4f016ecd1d6e9bb9e7340d16ed64d123	Bacteria	Chloroflexota	UBA6077	UBA6077	CF-72	CF-72	CF-72 sp963776625	1.0	Chloroflexota	Rare
4f078b6dbcc3d5423a5cb2003e577957	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Monashia	Monashia flava	0.5	Actinomycetota	Soil
4f31fc43bb2ba611fa37c25e788fecf7	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Ramlibacter		0.89	Pseudomonadota	Soil
4f7e4139913941da007940614786474e	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales				0.63	Bdellovibrionota	Rare
4f8024db35d41ab2263350fbabd2006a	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7		1.0	Actinomycetota	Soil
4f856faa12011d6b010d1218d6af965c	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae			0.87	Acidobacteriota	Soil
4f9b3bfd6c8f3225bb3dae1576c548f4	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae			1.0	Verrucomicrobiota	Soil
4f9ff226b3a83fc0960d57d3a2798002	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	JABDGM01	JABDGM01 sp963704265	0.57	Planctomycetota	Soil
4ff1a32224c15f64b4551c4ff214573e	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae			1.0	Acidobacteriota	Rare
500515578fbb656f858a5f277bf44eb8	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA9655	UBA9655	UBA9655	UBA9655 sp016185255	1.0	Pseudomonadota	Riverwater
5036be2c1a4fc1332d51a1e8e2a98b30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	AWTP1-13	AWTP1-13 sp008933705	0.67	Pseudomonadota	Rare
503b002b64fd912e539902f0bfd6347e								0.0	503b002b	Rare
5058ed1d765e0771f97a2762ce80395a	Bacteria	Myxococcota_A	UBA9160	UBA9160	SMWR01			0.76	Myxococcota_A	Rare
506d9aaf2b77aefac13f2c9fe97f1d33	Bacteria	Acidobacteriota	UBA6911	UBA6911	UBA6911	UBA6911	UBA6911 sp963768725	0.78	Acidobacteriota	Rare
508e4d4db7e2c0220a19fafa294e0670	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera_A		0.67	Pseudomonadota	Riverwater
509700c80c0423a97f1edc48f1f7ee9d	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	CAVVIG01			0.97	Acidobacteriota	Soil
50b3bae1786a79d83e7c0b6dadece115	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SCGC-AG-212-J23		0.95	Pseudomonadota	Sediment
50b5d3876b01cf318e6336b8a44fcbfa	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp037442705	0.82	Myxococcota	Rare
50bfe226fd9373f754f1b25bd674c17e	Bacteria	Myxococcota_A	Polyangia	Fen-1088	Fen-1088	CAVYGB01	CAVYGB01 sp963767925	0.81	Myxococcota_A	Rare
50d0787cf036795b76bc070f5908a89b	Bacteria	Zixibacteria	MSB-5A5	WJJR01	WJJR01	JACQFV01	JACQFV01 sp035559435	0.95	Zixibacteria	Sediment
50e38e093467db77e25a1d54d38c9414	Bacteria	Fibrobacterota	Fibrobacteria	UBA11236	UBA11236	UBA11236		0.52	Fibrobacterota	Rare
50e3ebc87962e1db144504742e010e8b	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	Anaerobacaceae	PLanc-01	PLanc-01 sp963708075	0.66	Planctomycetota	Sediment
50e5c97ca46d1b2cd105f7e13bb076fc	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	CAIXZV01		0.94	Chloroflexota	Riverwater
50e6efbadaf635186693c3dd5550a0c1	Bacteria	Desulfobacterota	SM23-61	SM23-61	SM23-61	JAHJQK01	JAHJQK01 sp016875165	0.9	Desulfobacterota	Sediment
50fb93dad525b440dc193bc631872eba	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides		1.0	Actinomycetota	Rare
50fbefe2629a6d0309ad504b93881ae0	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	Oryzomonas		0.54	Desulfobacterota	Rare
5143fb7763f5e216f42d16afa5a7312f	Bacteria	Desulfobacterota	Binatia	Bin18	Bin18	VGTJ01	VGTJ01 sp963733195	0.83	Desulfobacterota	Soil
