sample_id	taxon	rank	abundance	lineage	habitat
SRR10070132	Coriobacteriia	Class	0.0	Bacteria;Bacteria;Actinomycetota;Coriobacteriia	Groundwater
SRR10070132	JALEGL01	Class	0.0	Bacteria;Bacteria;Bdellovibrionota_G;JALEGL01	Groundwater
SRR10070132	Ktedonobacteria	Class	0.0	Bacteria;Bacteria;Chloroflexota;Ktedonobacteria	Groundwater
SRR10070132	RPQS01	Class	0.0	Bacteria;Bacteria;Electryoneota;RPQS01	Groundwater
SRR10070132	Armatimonadia	Class	0.0	Bacteria;Bacteria;Armatimonadota;Armatimonadia	Groundwater
SRR10070132	Moduliflexia	Class	0.0	Bacteria;Bacteria;Moduliflexota;Moduliflexia	Groundwater
SRR10070132	""	Class	0.0	Bacteria;Bacteria;Acidobacteriota;	Groundwater
SRR10070132	UBA2361	Class	0.0	Bacteria;Bacteria;Bdellovibrionota_C;UBA2361	Groundwater
SRR10070132	UBA1144	Class	0.0	Bacteria;Bacteria;Desulfobacterota_D;UBA1144	Groundwater
SRR10070132	RBG-13-43-22	Class	0.0	Bacteria;Bacteria;Desulfobacterota;RBG-13-43-22	Groundwater
SRR10070132	Babeliae	Class	0.0	Bacteria;Bacteria;Babelota;Babeliae	Groundwater
SRR10070132	4484-113	Class	0.0	Bacteria;Bacteria;4484-113;4484-113	Groundwater
SRR10070132	Marinamargulisbacteria	Class	0.00008528057308545113	Bacteria;Bacteria;Margulisbacteria;Marinamargulisbacteria	Groundwater
SRR10070132	Entotheonellia	Class	0.0	Bacteria;Bacteria;Tectomicrobia;Entotheonellia	Groundwater
SRR10070132	Leptospiria	Class	0.0	Bacteria;Bacteria;Spirochaetota;Leptospiria	Groundwater
SRR10070132	Nanobdellia	Class	0.004050827221558929	Archaea;Archaea;Nanobdellota;Nanobdellia	Groundwater
SRR10070132	UBA796	Class	0.0005116834385127068	Bacteria;Bacteria;Myxococcota_A;UBA796	Groundwater
SRR10070132	Desulfobacteria	Class	0.0	Bacteria;Bacteria;Desulfobacterota;Desulfobacteria	Groundwater
SRR10070132	Zymogenia	Class	0.0	Bacteria;Bacteria;Desulfobacterota;Zymogenia	Groundwater
SRR10070132	Holophagae	Class	0.0	Bacteria;Bacteria;Acidobacteriota;Holophagae	Groundwater
SRR10070132	Syntrophobacteria	Class	0.0	Bacteria;Bacteria;Desulfobacterota;Syntrophobacteria	Groundwater
SRR10070132	Bipolaricaulia	Class	0.0	Bacteria;Bacteria;Bipolaricaulota;Bipolaricaulia	Groundwater
SRR10070132	JAZDOA01	Class	0.0	Bacteria;Bacteria;Desulfobacterota;JAZDOA01	Groundwater
SRR10070132	Fusobacteriia	Class	0.0	Bacteria;Bacteria;Fusobacteriota;Fusobacteriia	Groundwater
SRR10070132	Omnitrophia	Class	0.00021320143271362784	Bacteria;Bacteria;Omnitrophota;Omnitrophia	Groundwater
SRR10070132	JAUVQV01	Class	0.0	Bacteria;Bacteria;JAUVQV01;JAUVQV01	Groundwater
SRR10070132	Desulfobaccia	Class	0.0	Bacteria;Bacteria;Desulfobacterota;Desulfobaccia	Groundwater
SRR10070132	UBA10199	Class	0.0005543237250554324	Bacteria;Bacteria;UBA10199;UBA10199	Groundwater
SRR10070132	UBA5829	Class	0.0	Bacteria;Bacteria;Armatimonadota;UBA5829	Groundwater
SRR10070132	UBA4882	Class	0.0	Bacteria;Bacteria;Bacillota;UBA4882	Groundwater
SRR10070132	Cyanobacteriia	Class	0.0023878560463926318	Bacteria;Bacteria;Cyanobacteriota;Cyanobacteriia	Groundwater
SRR10070132	Zipacnadia	Class	0.0	Bacteria;Bacteria;Armatimonadota;Zipacnadia	Groundwater
SRR10070132	Nitrospiria	Class	0.01961453180965376	Bacteria;Bacteria;Nitrospirota;Nitrospiria	Groundwater
SRR10070132	""	Class	0.0	Bacteria;Bacteria;Myxococcota;	Groundwater
SRR10070132	UBA6077	Class	0.0	Bacteria;Bacteria;Chloroflexota;UBA6077	Groundwater
SRR10070132	BSN033	Class	0.0	Bacteria;Bacteria;Desulfobacterota;BSN033	Groundwater
SRR10070132	JAJVIF01	Class	0.0	Bacteria;Bacteria;JAJVIF01;JAJVIF01	Groundwater
SRR10070132	HRBIN11	Class	0.0	Bacteria;Bacteria;Acidobacteriota;HRBIN11	Groundwater
SRR10070132	""	Class	0.0	Bacteria;Bacteria;Chloroflexota;	Groundwater
SRR10070132	Zhuqueibacteria	Class	0.0	Bacteria;Bacteria;Zhuqueibacterota;Zhuqueibacteria	Groundwater
SRR10070132	UBA1135	Class	0.0	Bacteria;Bacteria;Planctomycetota;UBA1135	Groundwater
SRR10070132	""	Class	0.0	Bacteria;Bacteria;Planctomycetota;	Groundwater
SRR10070132	UBA9217	Class	0.0	Bacteria;Bacteria;Nitrospirota;UBA9217	Groundwater
SRR10070132	Lentisphaeria	Class	0.0	Bacteria;Bacteria;Verrucomicrobiota;Lentisphaeria	Groundwater
SRR10070132	SM23-61	Class	0.0	Bacteria;Bacteria;Desulfobacterota;SM23-61	Groundwater
SRR10070132	Bathyarchaeia	Class	0.0	Archaea;Archaea;Thermoproteota;Bathyarchaeia	Groundwater
SRR10070132	Hydrogenedentia	Class	0.0	Bacteria;Bacteria;Hydrogenedentota;Hydrogenedentia	Groundwater
SRR10070132	Desulfobulbia	Class	0.0	Bacteria;Bacteria;Desulfobacterota;Desulfobulbia	Groundwater
SRR10070132	Syntrophorhabdia	Class	0.0	Bacteria;Bacteria;Desulfobacterota;Syntrophorhabdia	Groundwater
SRR10070132	UBA6911	Class	0.0	Bacteria;Bacteria;Acidobacteriota;UBA6911	Groundwater
SRR10070132	DSWW01	Class	0.0	Bacteria;Bacteria;Desulfobacterota;DSWW01	Groundwater
SRR10070132	Bdellovibrionia	Class	0.0028995394849053386	Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia	Groundwater
SRR10070132	JAJSAM01	Class	0.0	Bacteria;Bacteria;Planctomycetota;JAJSAM01	Groundwater
SRR10070132	Syntrophia	Class	0.0	Bacteria;Bacteria;Desulfobacterota;Syntrophia	Groundwater
SRR10070132	Phycisphaerae	Class	0.0	Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Groundwater
SRR10070132	Spirochaetia	Class	0.0	Bacteria;Bacteria;Spirochaetota;Spirochaetia	Groundwater
SRR10070132	DSM-4660	Class	0.0	Bacteria;Bacteria;Desulfobacterota;DSM-4660	Groundwater
SRR10070132	Aminicenantia	Class	0.0	Bacteria;Bacteria;Acidobacteriota;Aminicenantia	Groundwater
SRR10070132	Chthonomonadetes	Class	0.0	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	Groundwater
SRR10070132	Gracilibacteria	Class	0.004733071806242538	Bacteria;Bacteria;Patescibacteriota;Gracilibacteria	Groundwater
SRR10070132	Vampirovibrionia	Class	0.0	Bacteria;Bacteria;Cyanobacteriota;Vampirovibrionia	Groundwater
SRR10070132	Orphanbacteria	Class	0.0	Bacteria;Bacteria;Orphanbacterota;Orphanbacteria	Groundwater
SRR10070132	Krumholzibacteriia	Class	0.0	Bacteria;Bacteria;Krumholzibacteriota;Krumholzibacteriia	Groundwater
SRR10070132	UBA1018	Class	0.0014497697424526693	Bacteria;Bacteria;Bdellovibrionota;UBA1018	Groundwater
SRR10070132	Gemmatimonadetes	Class	0.006140201262152482	Bacteria;Bacteria;Gemmatimonadota;Gemmatimonadetes	Groundwater
SRR10070132	Microgenomatia	Class	0.0012365683097390414	Bacteria;Bacteria;Patescibacteriota;Microgenomatia	Groundwater
SRR10070132	Chloroflexia	Class	0.0	Bacteria;Bacteria;Chloroflexota;Chloroflexia	Groundwater
SRR10070132	WTBG01	Class	0.0	Bacteria;Bacteria;Desulfobacterota;WTBG01	Groundwater
SRR10070132	RBG-16-71-46	Class	0.0010660071635681392	Bacteria;Bacteria;Eisenbacteria;RBG-16-71-46	Groundwater
SRR10070132	Bacteriovoracia	Class	0.00042640286542725567	Bacteria;Bacteria;Bdellovibrionota;Bacteriovoracia	Groundwater
SRR10070132	MSB-5A5	Class	0.0	Bacteria;Bacteria;Zixibacteria;MSB-5A5	Groundwater
SRR10070132	Campylobacteria	Class	0.015521064301552107	Bacteria;Bacteria;Campylobacterota;Campylobacteria	Groundwater
SRR10070132	Humimicrobiia	Class	0.0	Bacteria;Bacteria;Actinomycetota;Humimicrobiia	Groundwater
SRR10070132	Gorgyraeia	Class	0.03927170390585025	Bacteria;Bacteria;Omnitrophota;Gorgyraeia	Groundwater
SRR10070132	""	Class	0.0	Bacteria;Bacteria;Pseudomonadota;	Groundwater
SRR10070132	Oligoflexia	Class	0.0	Bacteria;Bacteria;Bdellovibrionota_B;Oligoflexia	Groundwater
SRR10070132	Negativicutes	Class	0.0	Bacteria;Bacteria;Bacillota;Negativicutes	Groundwater
SRR10070132	Polarisedimenticolia	Class	0.00021320143271362784	Bacteria;Bacteria;Acidobacteriota;Polarisedimenticolia	Groundwater
SRR10070132	UBA9160	Class	0.0	Bacteria;Bacteria;Myxococcota_A;UBA9160	Groundwater
SRR10070132	Thermodesulfovibrionia	Class	0.0010233668770254136	Bacteria;Bacteria;Nitrospirota;Thermodesulfovibrionia	Groundwater
SRR10070132	Nitrososphaeria	Class	0.07346921371311615	Archaea;Archaea;Thermoproteota;Nitrososphaeria	Groundwater
SRR10070132	Saccharimonadia	Class	0.018122121780658366	Bacteria;Bacteria;Patescibacteriota;Saccharimonadia	Groundwater
SRR10070132	Leptospirillia	Class	0.0	Bacteria;Bacteria;Nitrospirota;Leptospirillia	Groundwater
SRR10070132	Myxococcia	Class	0.00034112229234180454	Bacteria;Bacteria;Myxococcota;Myxococcia	Groundwater
SRR10070132	Vicinamibacteria	Class	0.009082381033600546	Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	Groundwater
SRR10070132	Elusimicrobia	Class	0.013516970834044005	Bacteria;Bacteria;Elusimicrobiota;Elusimicrobia	Groundwater
SRR10070132	Desulfuromonadia	Class	0.0007675251577690602	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	Groundwater
SRR10070132	Thermoanaerobaculia	Class	0.00046904315196998124	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia	Groundwater
SRR10070132	Blastocatellia	Class	0.0	Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Groundwater
SRR10070132	Methanomicrobia	Class	0.0	Archaea;Archaea;Halobacteriota;Methanomicrobia	Groundwater
SRR10070132	UBA4738	Class	0.0	Bacteria;Bacteria;Actinomycetota;UBA4738	Groundwater
SRR10070132	Brocadiia	Class	0.0	Bacteria;Bacteria;Planctomycetota;Brocadiia	Groundwater
SRR10070132	Binatia	Class	0.002174654613679004	Bacteria;Bacteria;Desulfobacterota;Binatia	Groundwater
SRR10070132	Limnocylindria	Class	0.0017482517482517483	Bacteria;Bacteria;Chloroflexota;Limnocylindria	Groundwater
SRR10070132	Actinomycetes	Class	0.016118028313150266	Bacteria;Bacteria;Actinomycetota;Actinomycetes	Groundwater
SRR10070132	Dehalococcoidia	Class	0.0023878560463926318	Bacteria;Bacteria;Chloroflexota;Dehalococcoidia	Groundwater
SRR10070132	""	Class	0.04161691966570016	Bacteria;Bacteria;;	Groundwater
SRR10070132	Clostridia	Class	0.00021320143271362784	Bacteria;Bacteria;Bacillota;Clostridia	Groundwater
SRR10070132	Ignavibacteria	Class	0.0008954460173972369	Bacteria;Bacteria;Bacteroidota;Ignavibacteria	Groundwater
SRR10070132	Methanosarcinia	Class	0.0	Archaea;Archaea;Halobacteriota;Methanosarcinia	Groundwater
SRR10070132	UBA2394	Class	0.0	Bacteria;Bacteria;Bdellovibrionota;UBA2394	Groundwater
SRR10070132	Bacilli	Class	0.01394337369947126	Bacteria;Bacteria;Bacillota;Bacilli	Groundwater
SRR10070132	Anaerolineae	Class	0.00260105747910626	Bacteria;Bacteria;Chloroflexota;Anaerolineae	Groundwater
SRR10070132	""	Class	0.023963841037011768	;;;	Groundwater
SRR10070132	Minisyncoccia	Class	0.00865597816817329	Bacteria;Bacteria;Patescibacteriota;Minisyncoccia	Groundwater
SRR10070132	Fibrobacteria	Class	0.0009380863039399625	Bacteria;Bacteria;Fibrobacterota;Fibrobacteria	Groundwater
SRR10070132	Gammaproteobacteria	Class	0.6164506225481835	Bacteria;Bacteria;Pseudomonadota;Gammaproteobacteria	Groundwater
SRR10070132	Methylomirabilia	Class	0.0018335323213371994	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	Groundwater
SRR10070132	Verrucomicrobiia	Class	0.008144294729660584	Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiia	Groundwater
SRR10070132	Bacteroidia	Class	0.01087327306839502	Bacteria;Bacteria;Bacteroidota;Bacteroidia	Groundwater
SRR10070132	Polyangia	Class	0.0	Bacteria;Bacteria;Myxococcota_A;Polyangia	Groundwater
SRR10070132	Acidimicrobiia	Class	0.0	Bacteria;Bacteria;Actinomycetota;Acidimicrobiia	Groundwater
SRR10070132	Thermoleophilia	Class	0.0006822445846836091	Bacteria;Bacteria;Actinomycetota;Thermoleophilia	Groundwater
SRR10070132	Terriglobia	Class	0.0	Bacteria;Bacteria;Acidobacteriota;Terriglobia	Groundwater
SRR10070132	Planctomycetia	Class	0.0010660071635681392	Bacteria;Bacteria;Planctomycetota;Planctomycetia	Groundwater
SRR10070132	Colwellbacteraceae	Family	0.0002558417192563534	Bacteria;Bacteria;Patescibacteriota;Minisyncoccia;UBA6257;Colwellbacteraceae	Groundwater
SRR10070132	DATKAS01	Family	0.0	Bacteria;Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;DATKAS01	Groundwater
SRR10070132	JAKBAR01	Family	0.0	Bacteria;Bacteria;Pseudomonadota;Alphaproteobacteria;Paracaedibacterales;JAKBAR01	Groundwater
SRR10070132	UBA1369	Family	0.0	Bacteria;Bacteria;Patescibacteriota;Gracilibacteria;UBA1369;UBA1369	Groundwater
SRR10070132	UBA11063	Family	0.0	Bacteria;Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;UBA11063	Groundwater
SRR10070132	NS-4	Family	0.01607538802660754	Bacteria;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;NS-4	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Bacteria;Planctomycetota;Phycisphaerae;Sedimentisphaerales;	Groundwater
SRR10070132	Bathycorpusculaceae	Family	0.0	Archaea;Archaea;Thermoproteota;Bathyarchaeia;Bathyarchaeales;Bathycorpusculaceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Bacteria;Cyanobacteriota;Cyanobacteriia;;	Groundwater
SRR10070132	Acidaminococcaceae	Family	0.0	Bacteria;Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae	Groundwater
SRR10070132	Hyphomicrobiaceae	Family	0.0	Bacteria;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Groundwater
SRR10070132	JAMQPK01	Family	0.00029848200579907897	Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;JAMQPK01	Groundwater
SRR10070132	Bryobacteraceae	Family	0.0	Bacteria;Bacteria;Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae	Groundwater
SRR10070132	JADLHS01	Family	0.0	Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;JADLHS01	Groundwater
SRR10070132	Chthonomonadaceae	Family	0.0	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae	Groundwater
SRR10070132	Haliangiaceae	Family	0.0	Bacteria;Bacteria;Myxococcota_A;Polyangia;Haliangiales;Haliangiaceae	Groundwater
SRR10070132	""	Family	0.07879924953095685	Bacteria;Bacteria;Pseudomonadota;Gammaproteobacteria;;	Groundwater
SRR10070132	CG2-30-64-16	Family	0.0	Bacteria;Bacteria;Chloroflexota;Anaerolineae;CG2-30-64-16;CG2-30-64-16	Groundwater
SRR10070132	JAGPDF01	Family	0.0	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia;Multivoradales;JAGPDF01	Groundwater
SRR10070132	Azoamicaceae	Family	0.0	Bacteria;Bacteria;Pseudomonadota;Gammaproteobacteria;UBA6186;Azoamicaceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;	Groundwater
SRR10070132	Desulfatiglandaceae	Family	0.0	Bacteria;Bacteria;Desulfobacterota;DSM-4660;Desulfatiglandales;Desulfatiglandaceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;	Groundwater
SRR10070132	Rikenellaceae	Family	0.0	Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae	Groundwater
SRR10070132	Rhizobiaceae	Family	0.005031553812041617	Bacteria;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	Groundwater
SRR10070132	Rariloculaceae	Family	0.0	Bacteria;Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Rariloculaceae	Groundwater
SRR10070132	Tepidiformaceae	Family	0.0	Bacteria;Bacteria;Chloroflexota;Dehalococcoidia;Tepidiformales;Tepidiformaceae	Groundwater
SRR10070132	RBG-16-60-22	Family	0.0	Bacteria;Bacteria;Chloroflexota;Dehalococcoidia;Dehalococcoidales;RBG-16-60-22	Groundwater
SRR10070132	DRHE01	Family	0.0	Bacteria;Bacteria;Spirochaetota;Spirochaetia;SZUA-6;DRHE01	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Bacteria;Bacteroidota;Bacteroidia;;	Groundwater
SRR10070132	JACCYU01	Family	0.0	Bacteria;Bacteria;Pseudomonadota;Gammaproteobacteria;JACCYU01;JACCYU01	Groundwater
SRR10070132	Anaerobacaceae	Family	0.0	Bacteria;Bacteria;Planctomycetota;Phycisphaerae;Sedimentisphaerales;Anaerobacaceae	Groundwater
SRR10070132	Rhodobacteraceae	Family	0.0033259423503325942	Bacteria;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Groundwater
SRR10070132	Gp7-AA8	Family	0.00046904315196998124	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia;Gp7-AA8;Gp7-AA8	Groundwater
SRR10070132	DASUFT01	Family	0.0	Bacteria;Bacteria;Acidobacteriota;Polarisedimenticolia;Polarisedimenticolales;DASUFT01	Groundwater
SRR10070132	JAAZOE01	Family	0.0	Bacteria;Bacteria;Zixibacteria;MSB-5A5;GN15;JAAZOE01	Groundwater
SRR10070132	GW2011-AR17	Family	0.0006396042981408835	Archaea;Archaea;Nanobdellota;Nanobdellia;SCGC-AAA011-G17;GW2011-AR17	Groundwater
SRR10070132	""	Family	0.00034112229234180454	Bacteria;Bacteria;Patescibacteriota;Gracilibacteria;UBA1369;	Groundwater
SRR10070132	UBA1997	Family	0.0017482517482517483	Bacteria;Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;UBA1997	Groundwater
SRR10070132	Fen-1087	Family	0.0	Bacteria;Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Fen-1087	Groundwater
SRR10070132	SM23-28-2	Family	0.0	Bacteria;Bacteria;Chloroflexota;Dehalococcoidia;SM23-28-2;SM23-28-2	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Bacteria;Chloroflexota;Anaerolineae;;	Groundwater
SRR10070132	JAKLKS01	Family	0.0	Bacteria;Bacteria;Planctomycetota;JAJSAM01;JAJSAM01;JAKLKS01	Groundwater
SRR10070132	JAMPXM01	Family	0.0003837625788845301	Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;JAMPXM01	Groundwater
SRR10070132	SIBE01	Family	0.0	Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;SIBE01	Groundwater
SRR10070132	Caulobacteraceae	Family	0.0035391437830462223	Bacteria;Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	Groundwater
SRR10070132	SM23-33	Family	0.0	Bacteria;Bacteria;Planctomycetota;Phycisphaerae;SM23-33;SM23-33	Groundwater
SRR10070132	Geobacteraceae	Family	0.0	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae	Groundwater
SRR10070132	2-02-FULL-66-22	Family	0.0018335323213371994	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;2-02-FULL-66-22	Groundwater
SRR10070132	Pseudomonadaceae	Family	0.10161180283131503	Bacteria;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Groundwater
SRR10070132	DSWW01	Family	0.0	Bacteria;Bacteria;Desulfobacterota;DSWW01;DSWW01;DSWW01	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Bacteria;Pseudomonadota;Alphaproteobacteria;Paracaedibacterales;	Groundwater
SRR10070132	CADEER01	Family	0.0	Bacteria;Bacteria;Desulfobacterota;Binatia;HRBIN30;CADEER01	Groundwater
SRR10070132	Crocinitomicaceae	Family	0.0	Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales_D;Crocinitomicaceae	Groundwater
SRR10070132	Planctomycetaceae	Family	0.0010660071635681392	Bacteria;Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae	Groundwater
SRR10070132	Clostridiaceae	Family	0.0	Bacteria;Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae	Groundwater
SRR10070132	UBA6911	Family	0.0	Bacteria;Bacteria;Acidobacteriota;UBA6911;UBA6911;UBA6911	Groundwater
SRR10070132	Tepidisphaeraceae	Family	0.0	Bacteria;Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae	Groundwater
SRR10070132	Syntrophorhabdaceae	Family	0.0	Bacteria;Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae	Groundwater
SRR10070132	VMSU01	Family	0.0	Bacteria;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;VMSU01	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Bacteria;Bacillota;Bacilli;;	Groundwater
SRR10070132	CAYXZP01	Family	0.0	Bacteria;Bacteria;Desulfobacterota;Binatia;UBA1149;CAYXZP01	Groundwater
SRR10070132	JADIYM01	Family	0.0	Bacteria;Bacteria;Acidobacteriota;Blastocatellia;UBA7656;JADIYM01	Groundwater
SRR10070132	Versatilivoraceae	Family	0.0	Bacteria;Bacteria;Acidobacteriota;Terriglobia;Versatilivoradales;Versatilivoraceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Bacteria;Zixibacteria;MSB-5A5;;	Groundwater
SRR10070132	DTU013	Family	0.0	Bacteria;Bacteria;Bacillota;Clostridia;Acetivibrionales;DTU013	Groundwater
SRR10070132	Geodermatophilaceae	Family	0.0	Bacteria;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Geodermatophilaceae	Groundwater
SRR10070132	UBA5066	Family	0.0	Bacteria;Bacteria;Acidobacteriota;Thermoanaerobaculia;UBA5066;UBA5066	Groundwater
SRR10070132	SLHB01	Family	0.0	Bacteria;Bacteria;Hydrogenedentota;Hydrogenedentia;Hydrogenedentales;SLHB01	Groundwater
SRR10070132	J111	Family	0.0	Bacteria;Bacteria;Chloroflexota;Anaerolineae;4572-78;J111	Groundwater
