sample_id	depth	iter	shannon	observed_features	faith_pd	name	habitat	Riv_vs_Gro	Sed_vs_Soil
SRR10070133	23795	3	5.396079308226505	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	23795	4	5.377335188875072	262.0	28.95457441584325	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	23795	5	5.384298620991084	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	23795	6	5.404132510823138	261.0	28.90563679839723	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	23795	7	5.389258869893518	262.0	28.99108241513489	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	23795	8	5.38864136610766	262.0	28.98743716362982	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	23795	9	5.417606142330356	261.0	28.91570719557241	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	23795	10	5.403617133961516	262.0	28.9997012626019	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24097	1	5.405430040692417	262.0	28.92944119374626	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24097	2	5.400805861464828	262.0	28.94341954697041	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24097	3	5.388931527767597	262.0	28.94341954697041	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24097	4	5.3934628069931865	262.0	29.00884511918879	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24097	5	5.389902117519054	261.0	28.76216516751914	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24097	6	5.401407284839356	262.0	29.00884511918879	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24097	7	5.399589818374881	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24097	8	5.38987362694034	261.0	28.90795059855334	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24097	9	5.378596281025258	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24097	10	5.401113912206955	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24398	1	5.402902891417806	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24398	2	5.374668618381721	259.0	28.77636659260038	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24398	3	5.376034665464878	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24398	4	5.383512790166934	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24398	5	5.389589565997333	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24398	6	5.402107136030244	262.0	29.02853909056752	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24398	7	5.376377618236149	261.0	28.94333982437276	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24398	8	5.39900536454798	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24398	9	5.400925856937304	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24398	10	5.39525235803963	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24699	1	5.393932559220332	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24699	2	5.378098649582144	261.0	28.8654310974863	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24699	3	5.383173886038478	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24699	4	5.402035163803124	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24699	5	5.408155729276168	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24699	6	5.37791714721748	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24699	7	5.409625812517494	261.0	28.94046420246481	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24699	8	5.367593871224203	262.0	28.95457441584325	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24699	9	5.405861337501068	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	24699	10	5.372361676178406	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25000	1	5.394806908423789	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25000	2	5.396781721515771	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25000	3	5.388488009646161	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25000	4	5.383396088347135	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25000	5	5.3953341646681325	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25000	6	5.395519674378402	261.0	28.96192312837696	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25000	7	5.379377203333188	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25000	8	5.397264332527737	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25000	9	5.389128380241139	259.0	28.91729049085878	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25000	10	5.3796525466093685	260.0	28.83554624176942	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25301	1	5.382522794920998	260.0	28.84394341932968	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25301	2	5.391559674743606	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25301	3	5.3881539727664505	262.0	29.02853909056752	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25301	4	5.379313063566558	261.0	28.95294735713289	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25301	5	5.41099712472945	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25301	6	5.405586092687582	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25301	7	5.374605667521049	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25301	8	5.397094561641586	261.0	28.94046420246481	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25301	9	5.389840797211003	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25301	10	5.401603393416665	261.0	28.95055064108341	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25603	1	5.402859408510594	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25603	2	5.402967018985416	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25603	3	5.403998512218564	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25603	4	5.368143500914879	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25603	5	5.397618154497567	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25603	6	5.347884208592887	262.0	28.95457441584325	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25603	7	5.408446050667923	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25603	8	5.403577924564563	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25603	9	5.378445126075176	261.0	29.00145021910897	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25603	10	5.395233181261289	261.0	28.92193186881379	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25904	1	5.402317119338775	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25904	2	5.395645946104679	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25904	3	5.4036912628166975	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25904	4	5.380763657397531	260.0	28.79992580267028	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25904	5	5.386972708879667	262.0	28.92944119374626	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25904	6	5.412455427709996	262.0	28.95457441584325	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25904	7	5.3876854157167084	262.0	28.92944119374626	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25904	8	5.405458235429835	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25904	9	5.399179651224859	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	25904	10	5.383695237911932	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26205	1	5.384794608619333	261.0	28.95294735713289	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26205	2	5.402312720456763	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26205	3	5.384162969463246	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26205	4	5.401015204636301	261.0	28.8654310974863	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26205	5	5.418845805785787	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26205	6	5.394389909233793	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26205	7	5.409348699179322	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26205	8	5.4171487966213805	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26205	9	5.370259773594043	259.0	28.80928552748994	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26205	10	5.411850103372672	260.0	28.85721669199303	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26506	1	5.382476455057484	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26506	2	5.386543290868923	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26506	3	5.380804642729312	261.0	28.89649755615859	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26506	4	5.400223234134432	262.0	28.98593904803745	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26506	5	5.395296400236129	262.0	29.02853909056752	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26506	6	5.385841579243241	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26506	7	5.432009936914936	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26506	8	5.391273550883502	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26506	9	5.396328562453497	262.0	28.99108241513489	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26506	10	5.39459144411166	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26807	1	5.389948066356445	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26807	2	5.392860542377285	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26807	3	5.371213422506625	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26807	4	5.39514136263641	262.0	28.95457441584325	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26807	5	5.375637746713233	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26807	6	5.384373758854738	261.0	28.88024716321389	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26807	7	5.389401370170778	262.0	28.94341954697041	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26807	8	5.387735369592454	260.0	28.88393467889285	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26807	9	5.39128215085919	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	26807	10	5.39681040229221	261.0	28.87791425215439	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27109	1	5.422777667996351	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27109	2	5.397376115466716	260.0	28.89540711939345	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27109	3	5.3897163515288	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27109	4	5.380417685547989	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27109	5	5.392510093625677	260.0	28.83463751284764	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27109	6	5.410929698872687	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27109	7	5.386760312348419	261.0	28.90322404090433	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27109	8	5.399094631016392	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27109	9	5.383307611117367	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27109	10	5.378176995917815	262.0	28.98362524788134	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27410	1	5.388081650603326	261.0	28.87658596635914	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27410	2	5.375327231037935	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27410	3	5.392976779449003	260.0	28.87495890764878	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27410	4	5.377406817799147	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27410	5	5.371556246678288	260.0	28.84580832707015	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27410	6	5.373370113363028	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27410	7	5.393197330980565	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27410	8	5.400919931774174	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27410	9	5.398579335373912	261.0	28.92193186881379	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27410	10	5.389940703412568	261.0	28.87791425215439	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27711	1	5.369368726660594	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27711	2	5.394777547340402	261.0	28.88251920293444	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27711	3	5.412504324459844	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27711	4	5.3884254116658825	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27711	5	5.388733541167178	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27711	6	5.400276149099438	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27711	7	5.384634278389194	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27711	8	5.377971667276058	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27711	9	5.395792922513243	262.0	28.98362524788134	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	27711	10	5.396967553093006	262.0	28.87710463329456	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28012	1	5.385744133457788	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28012	2	5.38245569325173	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28012	3	5.387650140013816	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28012	4	5.394801933707971	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28012	5	5.418421201053445	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28012	6	5.367553976142012	261.0	28.8654310974863	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28012	7	5.392024062665789	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28012	8	5.399377569015627	262.0	28.98743716362982	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28012	9	5.391499920203047	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28012	10	5.3712464303919205	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28313	1	5.391137691268092	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28313	2	5.388372779828301	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28313	3	5.412872618392297	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28313	4	5.376873984058244	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28313	5	5.388492942258034	261.0	28.94046420246481	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28313	6	5.38552097223364	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28313	7	5.414016816111537	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28313	8	5.377412380191229	260.0	28.87209418828026	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28313	9	5.368072910305005	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28313	10	5.397499017426626	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28615	1	5.390968770264378	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28615	2	5.387653714942834	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28615	3	5.408296074567478	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28615	4	5.399134793422993	261.0	28.87845087409961	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28615	5	5.409980166490574	261.0	28.87658596635914	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28615	6	5.3826747194063564	261.0	28.94046420246481	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28615	7	5.409125065868142	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28615	8	5.390039270902214	262.0	29.01845265194892	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28615	9	5.397712583147961	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28615	10	5.388773241758735	262.0	28.87710463329456	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28916	1	5.358909141593658	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28916	2	5.368827257685858	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28916	3	5.413550462882737	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28916	4	5.381729246446498	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28916	5	5.394506642967938	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28916	6	5.384045776075245	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28916	7	5.369472219818488	261.0	28.8908654101415	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28916	8	5.389838134938453	261.0	28.91309396565078	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28916	9	5.413987397155276	261.0	28.8654310974863	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	28916	10	5.391898610858217	261.0	28.8654310974863	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29217	1	5.395391692074116	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29217	2	5.389042952821633	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29217	3	5.394023050782386	261.0	28.95055064108341	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29217	4	5.403114359909811	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29217	5	5.391554509955506	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29217	6	5.362630850053291	262.0	29.01845265194892	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29217	7	5.378662486103485	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29217	8	5.389004716393587	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29217	9	5.3993857752086685	261.0	28.90563679839723	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29217	10	5.377965162114798	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29518	1	5.3888661739595065	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29518	2	5.4101197638091385	260.0	28.83592245697402	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29518	3	5.395379658943378	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29518	4	5.394089124172062	262.0	28.97612381182729	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29518	5	5.393962891995245	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29518	6	5.381701627331466	262.0	29.00884511918879	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29518	7	5.396859785545268	261.0	28.91309396565078	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29518	8	5.413561078118386	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29518	9	5.367883145669095	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29518	10	5.401378044754282	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29819	1	5.3822292233383005	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29819	2	5.3983349992573855	261.0	28.90876165513067	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29819	3	5.4070027642677125	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29819	4	5.391118238240201	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29819	5	5.385713443991087	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29819	6	5.391379882636213	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29819	7	5.3911608342053805	262.0	28.98362524788134	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29819	8	5.378157151400052	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29819	9	5.407184931832791	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	29819	10	5.397215383731432	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30121	1	5.3959621776237245	262.0	28.94341954697041	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30121	2	5.394711433640828	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30121	3	5.397387474486769	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30121	4	5.385140224197713	262.0	28.958235612698	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30121	5	5.3674661595134605	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30121	6	5.402277943299284	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30121	7	5.395859360716115	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30121	8	5.384782514715907	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30121	9	5.3839572307580985	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30121	10	5.389289447628544	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30422	1	5.422527373601693	262.0	29.01845265194892	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30422	2	5.384291317407534	262.0	28.94341954697041	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30422	3	5.370728796335757	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30422	4	5.373772940717793	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30422	5	5.4059025953316695	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30422	6	5.39457413363172	261.0	28.92362112987214	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30422	7	5.384591329264561	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30422	8	5.398698268501311	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30422	9	5.383213011830633	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30422	10	5.402398964240159	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30723	1	5.381446635432812	262.0	28.96885385962561	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30723	2	5.397449699655372	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30723	3	5.38838647638954	262.0	28.92944119374626	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30723	4	5.410613701783799	262.0	29.00884511918879	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30723	5	5.377992836335403	262.0	28.98743716362982	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30723	6	5.38286679020502	262.0	29.02853909056752	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30723	7	5.389890667704683	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30723	8	5.377826179062131	261.0	28.94333982437276	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30723	9	5.378305259531122	262.0	28.98743716362982	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	30723	10	5.383195887988017	263.0	29.03435915444164	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	31024	1	5.40053261334032	262.0	28.95637070495753	SRR10070133-Groundwater	Groundwater	Groundwater	
SRR10070133	31024	2	5.389775427147192	261.0	28.93085666970468	SRR10070133-Groundwater	Groundwater	Groundwater	
