sample_id	Habitat	Kingdom	Phylum	Class	Order	Family	Genus	abundance
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	0.000032981697694833034
SRR10070130	Riverwater	Bacteria	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	0.000017759375681833174
SRR10070130	Riverwater	Bacteria	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JABEUL01	0.0007522364128090765
SRR10070130	Riverwater	Bacteria	Bacteria	Myxococcota_A	Polyangia	Polyangiales	Polyangiaceae	0.00005454665387991617
SRR10070130	Riverwater	Bacteria	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	0.015421480726003276
SRR10070130	Riverwater	Bacteria	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	3.8055805032499655e-6
SRR10070130	Riverwater	Bacteria	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	UBA10450	0.00001268526834416655
SRR10070130	Riverwater	Bacteria	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	3.8055805032499655e-6
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	0.01235291431354939
SRR10070130	Riverwater	Bacteria	Bacteria	Fibrobacterota	Fibrobacteria	UBA5070	UBA5070	0.0002435571522079978
SRR10070130	Riverwater	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	0.0002067698740099148
SRR10070130	Riverwater	Bacteria	Bacteria	Bdellovibrionota	UBA2394	UBA2394	UBA2394	0.000011416741509749897
SRR10070130	Riverwater	Bacteria	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	0.00002410200985391645
SRR10070130	Riverwater	Bacteria	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	0.00017632522998391507
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	0.000022833483019499794
SRR10070130	Riverwater	Bacteria	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	0.0038474418887857152
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	0.000555614753474495
SRR10070130	Riverwater	Bacteria	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	0.00005454665387991617
SRR10070130	Riverwater	Bacteria	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	0.00006469486855524941
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	0.00008372277107149925
SRR10070130	Riverwater	Bacteria	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	V1-33	0.00007864866373383262
SRR10070130	Riverwater	Bacteria	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	0.0001217785761039989
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	0.0003120576012664972
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	0.00012304710293841554
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	0.000013953795178583207
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA9655	UBA9655	0.000183936390990415
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	0.0021869402625343134
SRR10070130	Riverwater	Bacteria	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	0.00007738013689941596
SRR10070130	Riverwater	Bacteria	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	0.0000621578148864161
SRR10070130	Riverwater	Bacteria	Bacteria	Patescibacteriota	Minisyncoccia	Phycocordibacterales	DATDWN01	0.0000253705366883331
SRR10070130	Riverwater	Bacteria	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	0.000020296429350666484
SRR10070130	Riverwater	Bacteria	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.00008625982474033255
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	0.000038055805032499654
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	0.0006253837293674111
SRR10070130	Riverwater	Bacteria	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	CAVVIG01	0.0000507410733766662
SRR10070130	Riverwater	Bacteria	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	SZUA-47	0.00027273326939958087
SRR10070130	Riverwater	Archaea	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	0.000015222322012999862
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	0.017841829926070255
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	0.00018774197149366498
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	0.00007864866373383262
SRR10070130	Riverwater	Bacteria	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	0.000013953795178583207
SRR10070130	Riverwater	Bacteria	Bacteria	Bdellovibrionota_B	Oligoflexia	Silvanigrellales	Silvanigrellaceae	0.00002917611719158307
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Unclassified	Unclassified	Unclassified	0.00018266786415599835
SRR10070130	Riverwater	Bacteria	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	0.000022833483019499794
SRR10070130	Riverwater	Bacteria	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	0.00005581518071433283
SRR10070130	Riverwater	Bacteria	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	UBA6898	6.342634172083275e-6
SRR10070130	Riverwater	Bacteria	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	0.00010021361991891577
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	0.004853383668478123
SRR10070130	Riverwater	Bacteria	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	0.0016287884553909853
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	0.0000482040197078329
SRR10070130	Riverwater	Bacteria	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	0.0000507410733766662
SRR10070130	Riverwater	Bacteria	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	0.0001217785761039989
SRR10070130	Riverwater	Bacteria	Bacteria	Myxococcota_A	Polyangia	Nannocystales	Nannocystaceae	0.000026639063522749757
SRR10070130	Riverwater	Bacteria	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	UBA4665	0.0012418877708939055
SRR10070130	Riverwater	Bacteria	Bacteria	Eisenbacteria	RBG-16-71-46	RBG-16-71-46	RBG-16-71-46	0.00004947254654224956
SRR10070130	Riverwater	Bacteria	Bacteria	Acidobacteriota	Vicinamibacteria	Fen-336	JAGNNV01	0.00003171317086041638
SRR10070130	Riverwater	Bacteria	Bacteria	Eisenbacteria	RBG-16-71-46	SZUA-252	SZUA-252	0.000015222322012999862
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	0.00002917611719158307
SRR10070130	Riverwater	Bacteria	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	6.342634172083275e-6
SRR10070130	Riverwater	Bacteria	Bacteria	Bdellovibrionota	UBA1018	UBA1018	CAIMNF01	0.00002917611719158307
SRR10070130	Riverwater	Bacteria	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	0.000489651358084829
SRR10070130	Riverwater	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Gallionellaceae	0.00014588058595791536
SRR10070130	Riverwater	Bacteria	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	7.611161006499931e-6
SRR10070130	Riverwater	Bacteria	Bacteria	Krumholzibacteriota	Krumholzibacteriia	LZORAL124-64-63	LZORAL124-64-63	0.000021564956185083137
SRR10070130	Riverwater	Bacteria	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	0.0001446120591234987
SRR10070130	Riverwater	Bacteria	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	0.00023975157170474785
SRR10070130	Riverwater	Bacteria	Bacteria	Bacteroidota	Bacteroidia	AKYH767-A	2013-40CM-41-45	0.0001014821467533324
SRR10070130	Riverwater	Bacteria	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	0.0002448256790424145
