sample	depth	iter	faith_pd
SRR10070150	302	2	22.81351630120617
SRR10070151	302	2	21.03851745462032
SRR10102392	302	2	14.39735952786753
SRR10102393	302	2	16.23713705563884
SRR10102394	302	2	16.55672890650665
SRR10070130	302	3	12.94994639408883
SRR10070131	302	3	14.76652516526869
SRR10070132	302	3	11.47431980005981
SRR10070133	302	3	10.52807502597309
SRR10070134	302	3	13.01212365336468
SRR10070141	302	3	11.4293556320932
SRR10070149	302	3	20.55225159171879
SRR10070150	302	3	20.72559873314492
SRR10070151	302	3	20.63074322885189
SRR10102392	302	3	15.16446700107755
SRR10102393	302	3	16.2083334722318
SRR10102394	302	3	15.64893922761298
SRR10070130	302	4	12.54182096151383
SRR10070131	302	4	12.33100290945037
SRR10070132	302	4	13.0916930584011
SRR10070133	302	4	10.97782663528338
SRR10070134	302	4	13.58442887369962
SRR10070141	302	4	10.79603955573859
SRR10070149	302	4	21.12029231780213
SRR10070150	302	4	20.40823879071633
SRR10070151	302	4	20.28866488266723
SRR10102392	302	4	15.48489359702042
SRR10102393	302	4	16.37550302488654
SRR10102394	302	4	15.91473839320648
SRR10070130	302	5	12.20003605106678
SRR10070131	302	5	14.2349805017605
SRR10070132	302	5	11.85894149201182
SRR10070133	302	5	12.19407862448119
SRR10070134	302	5	14.53223844051672
SRR10070141	302	5	11.57179520149782
SRR10070149	302	5	19.35880441704921
SRR10070150	302	5	20.73617365746122
SRR10070151	302	5	19.36149285240618
SRR10102392	302	5	15.29185843019406
SRR10102393	302	5	16.64572441879076
SRR10102394	302	5	16.64719921797138
SRR10070130	302	6	15.14808046243721
SRR10070131	302	6	15.26642994131311
SRR10070132	302	6	12.57623195183757
SRR10070133	302	6	12.1647181972452
SRR10070134	302	6	14.15533908606817
SRR10070141	302	6	13.29189781950864
SRR10070149	302	6	20.6826175174372
SRR10070150	302	6	21.34276241316708
SRR10070151	302	6	20.3747495592859
SRR10102392	302	6	17.30402148812517
SRR10102393	302	6	15.56183174783611
SRR10102394	302	6	16.56518576554253
SRR10070130	302	7	14.77209038291069
SRR10070131	302	7	13.81411275637428
SRR10070132	302	7	12.76260461967024
SRR10070133	302	7	10.9604975723592
SRR10070134	302	7	15.0962756576054
SRR10070141	302	7	11.41150493511527
SRR10070149	302	7	21.29101830553787
SRR10070150	302	7	21.53249610734436
SRR10070151	302	7	21.13202402944106
SRR10102392	302	7	16.8267843184447
SRR10102393	302	7	15.18299382012027
SRR10102394	302	7	15.67991749758648
SRR10070130	302	8	12.81003530111593
SRR10070131	302	8	15.60815399901323
SRR10070132	302	8	14.16384335329687
SRR10070133	302	8	13.01775051183397
SRR10070134	302	8	13.4184979786528
SRR10070141	302	8	10.33401387887042
SRR10070149	302	8	20.37145902568645
SRR10070150	302	8	21.16528821031002
SRR10070151	302	8	22.6180616360447
SRR10102392	302	8	15.02281885225234
SRR10102393	302	8	15.49699168301012
SRR10102394	302	8	15.52244227353404
SRR10070130	302	9	12.16688608013998
SRR10070131	302	9	14.70529585803619
SRR10070132	302	9	11.92877324104945
SRR10070133	302	9	13.24080110613931
SRR10070134	302	9	12.87771793106434
SRR10070141	302	9	10.68823344589931
SRR10070149	302	9	21.65245548067645
SRR10070150	302	9	20.10684373899873
SRR10070151	302	9	20.10684634500439
SRR10102392	302	9	15.81578508107468
SRR10102393	302	9	15.25984922420566
SRR10102394	302	9	16.22977063376452
SRR10070130	302	10	15.94048182585639
SRR10070131	302	10	11.05010162210552
SRR10070132	302	10	13.47219956932055
SRR10070133	302	10	12.80340725085211
SRR10070134	302	10	13.49646886149944
SRR10070141	302	10	10.7884776297536
SRR10070149	302	10	22.26873649493845
SRR10070150	302	10	21.85686755281768
SRR10070151	302	10	21.52130627564653
SRR10102392	302	10	16.42275471949754
SRR10102393	302	10	15.82745918241063
SRR10102394	302	10	16.14118911386836
SRR10070130	603	1	20.75188783899318
SRR10070131	603	1	18.37969544033277
SRR10070132	603	1	16.44976732815261
SRR10070133	603	1	14.0818597521266
SRR10070134	603	1	19.8984217493648
SRR10070141	603	1	15.32129752479945
SRR10070149	603	1	27.40112004335819
SRR10070150	603	1	29.18376712155714
SRR10070151	603	1	28.73780037226693
SRR10102392	603	1	21.48123758548887
SRR10102393	603	1	21.35428748030905
SRR10102394	603	1	21.12191759428284
SRR10070130	603	2	18.67750009858973
SRR10070131	603	2	19.89199453282177
SRR10070132	603	2	17.57803976645857
SRR10070133	603	2	14.95267514454783
SRR10070134	603	2	21.05199081462631
SRR10070141	603	2	15.58101027518196
SRR10070149	603	2	28.34786131836919
SRR10070150	603	2	30.35290990140217
SRR10070151	603	2	29.38139658858836
SRR10102392	603	2	21.41842846399854
SRR10102393	603	2	20.94605917447389
SRR10102394	603	2	20.48896806515071
SRR10070130	603	3	20.36787113685983
SRR10070131	603	3	20.31658380728088
SRR10070132	603	3	15.97806796311666
SRR10070133	603	3	17.70993578755427
SRR10070134	603	3	21.13181772459998
SRR10070141	603	3	17.88908539271133
SRR10070149	603	3	27.94496775948838
SRR10070150	603	3	27.76267432848564
SRR10070151	603	3	27.83571741375889
SRR10102392	603	3	20.89772857799815
SRR10102393	603	3	20.72364874686728
SRR10102394	603	3	22.40101099507756
SRR10070130	603	4	18.09579173373506
SRR10070131	603	4	19.08194305573647
SRR10070132	603	4	16.75680306904433
SRR10070133	603	4	15.85167198842313
SRR10070134	603	4	20.95537846031032
SRR10070141	603	4	15.49686677465669
SRR10070149	603	4	27.85410921710582
SRR10070150	603	4	31.10374457453427
SRR10070151	603	4	27.85149315475272
SRR10102392	603	4	21.19582853325906
SRR10102393	603	4	20.32994644760755
SRR10102394	603	4	21.66118490205863
SRR10070130	603	5	18.34305071556809
SRR10070131	603	5	22.46989301403514
SRR10070132	603	5	17.20524880730737
SRR10070133	603	5	17.16524110664419
SRR10070134	603	5	20.59121644508267
SRR10070141	603	5	16.76962532522758
SRR10070149	603	5	28.17691226566281
SRR10070150	603	5	28.67302762653761
SRR10070151	603	5	30.12930972760806
SRR10102392	603	5	21.72524278926185
SRR10102393	603	5	21.1499761892048
SRR10102394	603	5	20.85568986883576
SRR10070130	603	6	18.9736487928551
SRR10070131	603	6	20.25965208603909
SRR10070132	603	6	16.91894650597371
SRR10070133	603	6	15.08386863084445
SRR10070134	603	6	18.92209411814721
SRR10070141	603	6	15.48974300799166
SRR10070149	603	6	28.53505324379693
SRR10070150	603	6	29.4903876814625
SRR10070151	603	6	27.7917577227303
SRR10102392	603	6	20.15499221757803
SRR10102393	603	6	21.63616120390577
SRR10102394	603	6	20.20250889094941
SRR10070130	603	7	21.48634666564798
SRR10070131	603	7	18.68950492246782
SRR10070132	603	7	14.98462827484549
SRR10070133	603	7	15.06517783865025
SRR10070134	603	7	20.16709429726953
SRR10070141	603	7	15.33554194723385
SRR10070149	603	7	27.95932607031652
SRR10070150	603	7	27.60702554968875
SRR10070151	603	7	27.96971600632429
SRR10102392	603	7	21.39622210257736
SRR10102393	603	7	21.71379215283847
SRR10102394	603	7	21.68817103595499
SRR10070130	603	8	21.24370021217194
SRR10070131	603	8	18.96982020631502
SRR10070132	603	8	15.78175874294127
SRR10070133	603	8	15.41727254729293
SRR10070134	603	8	21.00519123473623
SRR10070141	603	8	16.07782190435555
SRR10070149	603	8	27.95629116806484
SRR10070150	603	8	30.84680548056301
SRR10070151	603	8	26.22670725383412
SRR10102392	603	8	21.16347518972921
SRR10102393	603	8	22.23648536838943
SRR10102394	603	8	19.55602694302128
SRR10070130	603	9	20.04715721330592
SRR10070131	603	9	19.05450493268068
SRR10070132	603	9	16.47844216295389
SRR10070133	603	9	14.01005369096994
SRR10070134	603	9	20.27054496908747
SRR10070141	603	9	16.77660639579839
SRR10070149	603	9	28.70222044572851
SRR10070150	603	9	30.78095385802201
SRR10070151	603	9	29.74497848721624
SRR10102392	603	9	22.12464528439802
SRR10102393	603	9	21.48587253770003
SRR10102394	603	9	20.55504958293937
SRR10070130	603	10	21.00847812327111
SRR10070131	603	10	20.39608017277801
SRR10070132	603	10	15.77602663537271
SRR10070133	603	10	14.49430300466514
SRR10070134	603	10	21.62264567426935
SRR10070141	603	10	14.01566663986298
SRR10070149	603	10	28.65373629640734
SRR10070150	603	10	27.60483233000564
SRR10070151	603	10	29.24866169889695
SRR10102392	603	10	21.26205433428393
SRR10102393	603	10	20.78459723097973
SRR10102394	603	10	21.95999589764255
SRR10070130	904	1	22.12176225734624
SRR10070131	904	1	24.45560014975757
SRR10070132	904	1	19.50382243714977
SRR10070133	904	1	16.20228233745409
SRR10070134	904	1	23.75331907109402
SRR10070141	904	1	19.33793912756092
SRR10070149	904	1	34.04116345535163
SRR10070150	904	1	32.71595648213421
SRR10070151	904	1	33.77426347009076
SRR10102392	904	1	25.8781297031102
SRR10102393	904	1	24.53264987506763
SRR10102394	904	1	24.21283013664918
SRR10070130	904	2	23.92608220064474
SRR10070131	904	2	23.46919717359602
SRR10070132	904	2	19.21409343330595
SRR10070133	904	2	18.81142712688807
SRR10070134	904	2	24.16977434722878
SRR10070141	904	2	18.48986811258558
SRR10070149	904	2	33.61938768292067
SRR10070150	904	2	33.68583085895852
SRR10070151	904	2	33.44252713822679
SRR10102392	904	2	24.56879719863118
SRR10102393	904	2	22.95724786347926
SRR10102394	904	2	23.64168648351432
SRR10070130	904	3	20.59727754754696
SRR10070131	904	3	23.42125050904445
SRR10070132	904	3	19.07586566010778
SRR10070133	904	3	17.73086915893951
SRR10070134	904	3	24.53527803175213
SRR10070141	904	3	19.25220232475747
SRR10070149	904	3	34.05446342712513
SRR10070150	904	3	33.61429295008524
SRR10070151	904	3	35.26746072813188
SRR10102392	904	3	22.84148815844246
SRR10102393	904	3	23.72157557636335
SRR10102394	904	3	23.02540902797611
SRR10070130	904	4	23.7692497079149
SRR10070131	904	4	24.39602824600247
SRR10070132	904	4	19.70208854400109
SRR10070133	904	4	17.94046721025155
SRR10070134	904	4	24.72595550252351
SRR10070141	904	4	19.53109748349357
SRR10070149	904	4	33.18923823001894
SRR10070150	904	4	33.99046090927815
SRR10070151	904	4	33.57831565432762
SRR10102392	904	4	24.09047937712973
SRR10102393	904	4	24.5474797966691
SRR10102394	904	4	24.33373858945346
SRR10070130	904	5	23.92963404526899
SRR10070131	904	5	25.19090587114944
SRR10070132	904	5	17.95543467077256
SRR10070133	904	5	19.09854874460371
SRR10070134	904	5	22.67437713696708
SRR10070141	904	5	17.99263950337516
SRR10070149	904	5	35.55677816146855
SRR10070150	904	5	35.18089560970158
SRR10070151	904	5	33.47665089274815
SRR10102392	904	5	26.06238567468348
SRR10102393	904	5	25.81755056286674
SRR10102394	904	5	24.57795553140713
SRR10070130	904	6	24.06236012112038
SRR10070131	904	6	24.1493131986849
SRR10070132	904	6	17.72870248251909
SRR10070133	904	6	19.89035432451782
SRR10070134	904	6	25.22001701644102
SRR10070141	904	6	18.44424513193653
SRR10070149	904	6	33.44731451097032
SRR10070150	904	6	34.7393154541309
SRR10070151	904	6	35.68309516101818
SRR10102392	904	6	23.21544580264442
SRR10102393	904	6	25.79678366083778
SRR10102394	904	6	25.47804337150577
SRR10070130	904	7	25.41652737149568
SRR10070131	904	7	25.28722825945764
SRR10070132	904	7	18.39326609706674
SRR10070133	904	7	19.34072481202426
SRR10070134	904	7	22.99195639961247
SRR10070141	904	7	17.90286261886095
SRR10070149	904	7	34.75452239546335
SRR10070150	904	7	36.21386631586464
SRR10070151	904	7	32.20449904984387
SRR10102392	904	7	26.23043917331747
SRR10102393	904	7	24.62192670407169
SRR10102394	904	7	24.385299755959
SRR10070130	904	8	22.71791881364353
SRR10070131	904	8	24.59805615225109
SRR10070132	904	8	18.39558184569644
SRR10070133	904	8	18.37552677431419
SRR10070134	904	8	25.22648749462484
SRR10070141	904	8	18.1062122739694
SRR10070149	904	8	31.03490055982972
SRR10070150	904	8	34.05624850883066
SRR10070151	904	8	33.65951014206338
SRR10102392	904	8	23.44008651620135
SRR10102393	904	8	25.741608015828
SRR10102394	904	8	24.33903852236143
SRR10070130	904	9	23.13019034220743
SRR10070131	904	9	24.96696797726631
SRR10070132	904	9	19.94240297474141
SRR10070133	904	9	18.59000587115604
SRR10070134	904	9	22.18508384256967
SRR10070141	904	9	18.03876854653204
SRR10070149	904	9	34.01283322556667
SRR10070150	904	9	33.73277972347405
SRR10070151	904	9	34.74734613941211
SRR10102392	904	9	23.82832319731753
SRR10102393	904	9	24.44767682109752
SRR10102394	904	9	25.90007383932329
SRR10070130	904	10	23.82982095956424
SRR10070131	904	10	23.60236665739385
SRR10070132	904	10	18.77615399647868
SRR10070133	904	10	17.71383617546678
SRR10070134	904	10	22.30676066869534
SRR10070141	904	10	19.49569530333703
SRR10070149	904	10	33.61198059001257
SRR10070150	904	10	33.77658363957119
SRR10070151	904	10	32.85583809164167
SRR10102392	904	10	22.83058433854812
SRR10102393	904	10	23.29975769494135
SRR10102394	904	10	24.63505332909431
SRR10070130	1205	1	26.46532396311752
SRR10070131	1205	1	27.36198643949978
SRR10070132	1205	1	19.18118837355805
SRR10070133	1205	1	21.17424491268705
SRR10070134	1205	1	27.81241118120491
SRR10070141	1205	1	19.4366569856851
SRR10070149	1205	1	38.51644028133705
SRR10070150	1205	1	37.46350311633554
SRR10070151	1205	1	38.31558852725595
SRR10102392	1205	1	26.09020409019935
SRR10102393	1205	1	25.69763924564749
SRR10102394	1205	1	27.70019161461858
SRR10070130	1205	2	24.65732724574982
SRR10070131	1205	2	26.37841596927356
SRR10070132	1205	2	20.52871597245157
SRR10070133	1205	2	20.38596722890659
SRR10070134	1205	2	26.28543696675691
SRR10070141	1205	2	20.51273453832071
SRR10070149	1205	2	35.81033481263995
SRR10070150	1205	2	39.13815030814717
SRR10070151	1205	2	38.37460144468252
SRR10102392	1205	2	27.2736758330049
SRR10102393	1205	2	26.10298753624294
SRR10102394	1205	2	25.67974253381646
SRR10070130	1205	3	27.73562996310628
SRR10070131	1205	3	26.79696016162761
SRR10070132	1205	3	19.91471125137232
SRR10070133	1205	3	21.03288446858548
SRR10070134	1205	3	27.53096704995977
SRR10070141	1205	3	19.68534438954249
SRR10070149	1205	3	37.9799288976868
SRR10070150	1205	3	38.23911638604224
SRR10070151	1205	3	38.08684943194188
SRR10102392	1205	3	26.66487129388753
SRR10102393	1205	3	29.10345306535785
SRR10102394	1205	3	27.30049554662466
SRR10070130	1205	4	26.37769553267873
SRR10070131	1205	4	26.20088858355782
SRR10070132	1205	4	20.3175021790824
SRR10070133	1205	4	20.65721239538032
SRR10070134	1205	4	26.1763378126524
SRR10070141	1205	4	20.84466797415809
SRR10070149	1205	4	37.79291257549607
SRR10070150	1205	4	38.3521157447426
SRR10070151	1205	4	36.41323251440724
SRR10102392	1205	4	26.53620840147966
SRR10102393	1205	4	27.68923840766621
SRR10102394	1205	4	26.99332565494019
SRR10070130	1205	5	28.59107202098087
SRR10070131	1205	5	27.1466420028723
SRR10070132	1205	5	19.79345086127021
SRR10070133	1205	5	20.61921728127767
SRR10070134	1205	5	27.66083565441034
SRR10070141	1205	5	18.65203772643654
SRR10070149	1205	5	38.53424574703345
SRR10070150	1205	5	39.34839173004178
SRR10070151	1205	5	37.11575817498737
SRR10102392	1205	5	27.13419764000761
SRR10102393	1205	5	27.34227811049264
SRR10102394	1205	5	26.16439467134282
SRR10070130	1205	6	28.59715008364529
SRR10070131	1205	6	26.9234265798661
SRR10070132	1205	6	21.53041684618139
SRR10070133	1205	6	19.8541950257555
SRR10070134	1205	6	27.50848436001215
SRR10070141	1205	6	18.90206393457356
SRR10070149	1205	6	37.097594220741
SRR10070150	1205	6	38.40218194452962
SRR10070151	1205	6	37.75422389647164
SRR10102392	1205	6	27.00290339445246
SRR10102393	1205	6	27.33090940592574
SRR10102394	1205	6	27.50148903378608
SRR10070130	1205	7	27.82388777891596
SRR10070131	1205	7	26.34576221820495
SRR10070132	1205	7	21.8528205947579
SRR10070133	1205	7	19.17958707335665
SRR10070134	1205	7	27.85912915493558
SRR10070141	1205	7	20.82042282821533
SRR10070149	1205	7	39.07442231593603
SRR10070150	1205	7	38.27218583266062
SRR10070151	1205	7	40.05650892705857
SRR10102392	1205	7	26.57422173552144
SRR10102393	1205	7	26.72332985389071
SRR10102394	1205	7	27.13169393681745
SRR10070130	1205	8	27.09641886822241
SRR10070131	1205	8	26.78290392793525
SRR10070132	1205	8	20.45673623846137
SRR10070133	1205	8	21.09048338589024
SRR10070134	1205	8	26.32607023426113
SRR10070141	1205	8	21.42822973653238
SRR10070149	1205	8	38.01819144938774
SRR10070150	1205	8	37.4875525887159
SRR10070151	1205	8	38.88451223907956
SRR10102392	1205	8	27.37817936236236
SRR10102393	1205	8	26.53012499403098
SRR10102394	1205	8	27.15067718429969
SRR10070130	1205	9	26.66033277421725
SRR10070131	1205	9	26.4219576551092
SRR10070132	1205	9	21.78230069423862
SRR10070133	1205	9	20.09922747875269
SRR10070134	1205	9	27.18438542529935
SRR10070141	1205	9	19.7816967602672
SRR10070149	1205	9	38.06435074708575
SRR10070150	1205	9	40.09903613844922
SRR10070151	1205	9	37.3395223432377
SRR10102392	1205	9	27.17074095350617
SRR10102393	1205	9	26.83112636676051
SRR10102394	1205	9	25.23182712639241
SRR10070130	1205	10	26.52915076394821
SRR10070131	1205	10	27.28031973710276
SRR10070132	1205	10	20.30027661775517
SRR10070133	1205	10	20.91021614088375
SRR10070134	1205	10	26.44903694376119
SRR10070141	1205	10	18.8540491156005
SRR10070149	1205	10	35.4581933293691
SRR10070150	1205	10	38.33368370953481
SRR10070151	1205	10	38.40203900905499
SRR10102392	1205	10	27.33239109107415
SRR10102393	1205	10	27.44284178961153
SRR10102394	1205	10	24.29299156694604
SRR10070130	1507	1	29.99870708525118
SRR10070131	1507	1	27.84336439826632
SRR10070132	1507	1	21.51212728451508
SRR10070133	1507	1	21.08417857576902
SRR10070134	1507	1	30.02172811029808
SRR10070141	1507	1	20.53829502880052
SRR10070149	1507	1	38.6178226186229
SRR10070150	1507	1	41.95418042612232
SRR10070151	1507	1	40.28612957255523
SRR10102392	1507	1	29.19640181320585
SRR10102393	1507	1	29.93006493319407
SRR10102394	1507	1	29.29316650403752
SRR10070130	1507	2	30.01323538208546
SRR10070131	1507	2	27.79734022757896
SRR10070132	1507	2	21.74396757361444
SRR10070133	1507	2	20.30315647480497
SRR10070134	1507	2	30.60417476258906
SRR10070141	1507	2	22.42795614480272
SRR10070149	1507	2	40.54268794648635
SRR10070150	1507	2	42.03852120160078
SRR10070151	1507	2	39.47345883408187
SRR10102392	1507	2	28.55007158893259
SRR10102393	1507	2	29.14997061064548
SRR10102394	1507	2	28.55978437801809
SRR10070130	1507	3	31.20822437013719
SRR10070131	1507	3	28.04922297163639
SRR10070132	1507	3	22.62388860290224
SRR10070133	1507	3	21.59422081648993
SRR10070134	1507	3	31.30364052964341
SRR10070141	1507	3	21.92808313043953
SRR10070149	1507	3	39.8711535507942
SRR10070150	1507	3	42.15819925323478
SRR10070151	1507	3	40.64345983341887
SRR10102392	1507	3	29.24907263151407
SRR10102393	1507	3	29.51031158756163
SRR10102394	1507	3	27.99148668780315
SRR10070130	1507	4	30.84612412353468
SRR10070131	1507	4	29.42973199079278
SRR10070132	1507	4	22.15556519375836
SRR10070133	1507	4	19.9120114570034
SRR10070134	1507	4	28.88630738785549
SRR10070141	1507	4	23.08117587044265
SRR10070149	1507	4	38.35824266562908
SRR10070150	1507	4	42.90626847239944
SRR10070151	1507	4	42.01709701390109
SRR10102392	1507	4	27.6612522528609
SRR10102393	1507	4	28.73863698709166
SRR10102394	1507	4	28.81313721306837
SRR10070130	1507	5	29.56172156581871
SRR10070131	1507	5	31.59853336613828
SRR10070132	1507	5	23.29308910457667
SRR10070133	1507	5	20.29220171392502
SRR10070134	1507	5	31.26300039335734
SRR10070141	1507	5	21.16032944509604
SRR10070149	1507	5	41.56299589462318
SRR10070150	1507	5	41.49864512793771
SRR10070151	1507	5	41.48421867140781
SRR10102392	1507	5	28.64820433709907
SRR10102393	1507	5	26.97012163009931
SRR10102394	1507	5	28.24698467579501
SRR10070130	1507	6	27.98725405604582
SRR10070131	1507	6	29.59786978273931
SRR10070132	1507	6	21.1728357563963
SRR10070133	1507	6	22.52178733637687
SRR10070134	1507	6	30.46740405979171
SRR10070141	1507	6	21.80741261462986
SRR10070149	1507	6	39.56886819761171
SRR10070150	1507	6	40.74691248402697
SRR10070151	1507	6	40.58248936939766
SRR10102392	1507	6	29.45274871811825
SRR10102393	1507	6	28.84651987840425
SRR10102394	1507	6	28.22392237543979
SRR10070130	1507	7	26.73278098059182
SRR10070131	1507	7	30.35280661463628
SRR10070132	1507	7	22.28264086764983
SRR10070133	1507	7	21.44919050894652
SRR10070134	1507	7	33.39325209013101
SRR10070141	1507	7	22.01775850952264
SRR10070149	1507	7	41.25636054587235
SRR10070150	1507	7	43.72691155973758
SRR10070151	1507	7	43.1288309313161
SRR10102392	1507	7	28.99058327881485
SRR10102393	1507	7	29.27177943412497
SRR10102394	1507	7	29.58993201552926
SRR10070130	1507	8	28.72932329941121
SRR10070131	1507	8	26.88417991860958
SRR10070132	1507	8	21.7220418679106
SRR10070133	1507	8	21.17403594710418
SRR10070134	1507	8	31.12839807326056
SRR10070141	1507	8	22.47623528263109
SRR10070149	1507	8	40.63093775737909
SRR10070150	1507	8	41.19123488279847
SRR10070151	1507	8	40.87165885376022
SRR10102392	1507	8	27.96066680863928
SRR10102393	1507	8	28.33737030255198
SRR10102394	1507	8	28.41001533660171
SRR10070130	1507	9	29.06372223524928
SRR10070131	1507	9	29.86891497076694
SRR10070132	1507	9	22.57861769114999
SRR10070133	1507	9	21.87745830639621
SRR10070134	1507	9	31.02637360897462
SRR10070141	1507	9	21.65752803721839
SRR10070149	1507	9	39.77332316862381
SRR10070150	1507	9	37.96794785754468
SRR10070151	1507	9	40.46711453293316
SRR10102392	1507	9	27.97855311762435
SRR10102393	1507	9	28.65963477966159
SRR10102394	1507	9	27.80133830532196
SRR10070130	1507	10	30.53113760474978
SRR10070131	1507	10	28.32352657066037
SRR10070132	1507	10	22.08378166443162
SRR10070133	1507	10	22.1188847370837
SRR10070134	1507	10	30.48160116498659
SRR10070141	1507	10	22.89616883683018
SRR10070149	1507	10	39.43765981990863
SRR10070150	1507	10	43.83707048746769
SRR10070151	1507	10	42.05330638361652
