sample_id	rank	taxon	abundance	lineage	habitat
SRR10070149	Class	Gammaproteobacteria	0.042782000655543245	Bacteria;Proteobacteria;Gammaproteobacteria	Sediment
SRR10070149	Class	Nitrososphaerales	0.04234497182724875	Archaea;Thaumarchaeota;Nitrososphaerales	Sediment
SRR10070149	Class	Alphaproteobacteria	0.04030030123772808	Bacteria;Proteobacteria;Alphaproteobacteria	Sediment
SRR10070149	Family	""	0.15864146467090168	Bacteria;;;;	Sediment
SRR10070149	Family	""	0.09302470773697108	Bacteria;Proteobacteria;Deltaproteobacteria;;	Sediment
SRR10070149	Family	Anaerolineaceae	0.0429849068972514	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae	Sediment
SRR10070149	Family	Nitrososphaera	0.04234497182724875	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera	Sediment
SRR10070149	Family	""	0.04182990213675881	Bacteria;Proteobacteria;Betaproteobacteria;;	Sediment
SRR10070149	Family	""	0.03750643837113112	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;	Sediment
SRR10070149	Family	""	0.02973356849646475	Archaea;Crenarchaeota;Thermoprotei;;	Sediment
SRR10070149	Genus	""	0.15864146467090168	Bacteria;;;;;	Sediment
SRR10070149	Genus	""	0.09302470773697108	Bacteria;Proteobacteria;Deltaproteobacteria;;;	Sediment
SRR10070149	Genus	""	0.04234497182724875	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;	Sediment
SRR10070149	Genus	""	0.04182990213675881	Bacteria;Proteobacteria;Betaproteobacteria;;;	Sediment
SRR10070149	Genus	""	0.03750643837113112	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;;	Sediment
SRR10070149	Genus	""	0.02973356849646475	Archaea;Crenarchaeota;Thermoprotei;;;	Sediment
SRR10070149	Genus	""	0.028079102217921304	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;	Sediment
SRR10070149	Kingdom	Bacteria	0.9114548377530474	Bacteria	Sediment
SRR10070149	Kingdom	Archaea	0.0885451622469525	Archaea	Sediment
SRR10070149	Order	""	0.15864146467090168	Bacteria;;;	Sediment
SRR10070149	Order	""	0.09302470773697108	Bacteria;Proteobacteria;Deltaproteobacteria;	Sediment
SRR10070149	Order	Anaerolineales	0.0429849068972514	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales	Sediment
SRR10070149	Order	Nitrososphaeraceae	0.04234497182724875	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae	Sediment
SRR10070149	Order	""	0.04182990213675881	Bacteria;Proteobacteria;Betaproteobacteria;	Sediment
SRR10070149	Order	Nitrosomonadales	0.03853657775211101	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales	Sediment
SRR10070149	Order	Gp6	0.03750643837113112	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6	Sediment
SRR10070149	Phylum	Proteobacteria	0.3921397243596747	Bacteria;Proteobacteria	Sediment
SRR10070149	Phylum	""	0.15864146467090168	Bacteria;	Sediment
SRR10070149	Phylum	Acidobacteria	0.12196225943904228	Bacteria;Acidobacteria	Sediment
SRR10070149	Phylum	Chloroflexi	0.06020072109756668	Bacteria;Chloroflexi	Sediment
SRR10070149	Phylum	Thaumarchaeota	0.044311601554573976	Archaea;Thaumarchaeota	Sediment
SRR10070149	Phylum	Crenarchaeota	0.03235574146623172	Archaea;Crenarchaeota	Sediment
SRR10070149	Phylum	Verrucomicrobia	0.03004573194524653	Bacteria;Verrucomicrobia	Sediment
SRR10070150	Class	Deltaproteobacteria	0.16789901073519373	Bacteria;Proteobacteria;Deltaproteobacteria	Sediment
SRR10070150	Class	""	0.15511555949389155	Bacteria;;	Sediment
SRR10070150	Class	Betaproteobacteria	0.11938000261479685	Bacteria;Proteobacteria;Betaproteobacteria	Sediment
SRR10070150	Class	Anaerolineae	0.05017504612211101	Bacteria;Chloroflexi;Anaerolineae	Sediment
SRR10070150	Class	Gammaproteobacteria	0.04793794215488313	Bacteria;Proteobacteria;Gammaproteobacteria	Sediment
SRR10070150	Class	Alphaproteobacteria	0.04336204767646247	Bacteria;Proteobacteria;Alphaproteobacteria	Sediment
SRR10070150	Class	Thermoprotei	0.040979677217856156	Archaea;Crenarchaeota;Thermoprotei	Sediment
SRR10070150	Family	""	0.15511555949389155	Bacteria;;;;	Sediment
SRR10070150	Family	""	0.08936794549601243	Bacteria;Proteobacteria;Deltaproteobacteria;;	Sediment
SRR10070150	Family	Anaerolineaceae	0.0477926756635047	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae	Sediment
SRR10070150	Family	""	0.04206917590319441	Bacteria;Proteobacteria;Betaproteobacteria;;	Sediment
SRR10070150	Family	""	0.038045294092011794	Archaea;Crenarchaeota;Thermoprotei;;	Sediment
SRR10070150	Family	""	0.03396330568427781	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;	Sediment
SRR10070150	Family	Nitrososphaera	0.026540187974839844	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera	Sediment
SRR10070150	Genus	""	0.15511555949389155	Bacteria;;;;;	Sediment
SRR10070150	Genus	""	0.08936794549601243	Bacteria;Proteobacteria;Deltaproteobacteria;;;	Sediment
SRR10070150	Genus	""	0.04206917590319441	Bacteria;Proteobacteria;Betaproteobacteria;;;	Sediment
SRR10070150	Genus	""	0.038045294092011794	Archaea;Crenarchaeota;Thermoprotei;;;	Sediment
SRR10070150	Genus	""	0.03396330568427781	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;;	Sediment
SRR10070150	Genus	""	0.031421142085155215	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;	Sediment
SRR10070150	Genus	""	0.026540187974839844	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;	Sediment
SRR10070150	Kingdom	Bacteria	0.9116634465927745	Bacteria	Sediment
SRR10070150	Kingdom	Archaea	0.08833655340722556	Archaea	Sediment
SRR10070150	Order	""	0.15511555949389155	Bacteria;;;	Sediment
SRR10070150	Order	""	0.08936794549601243	Bacteria;Proteobacteria;Deltaproteobacteria;	Sediment
SRR10070150	Order	Anaerolineales	0.0477926756635047	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales	Sediment
SRR10070150	Order	""	0.04206917590319441	Bacteria;Proteobacteria;Betaproteobacteria;	Sediment
SRR10070150	Order	Nitrosomonadales	0.039715858742863784	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales	Sediment
SRR10070150	Order	""	0.038045294092011794	Archaea;Crenarchaeota;Thermoprotei;	Sediment
SRR10070150	Order	Burkholderiales	0.03511091096616743	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales	Sediment
SRR10070150	Phylum	Proteobacteria	0.3981463995700112	Bacteria;Proteobacteria	Sediment
SRR10070150	Phylum	""	0.15511555949389155	Bacteria;	Sediment
SRR10070150	Phylum	Acidobacteria	0.11646014613809033	Bacteria;Acidobacteria	Sediment
SRR10070150	Phylum	Chloroflexi	0.06583477389270617	Bacteria;Chloroflexi	Sediment
SRR10070150	Phylum	Crenarchaeota	0.040979677217856156	Archaea;Crenarchaeota	Sediment
SRR10070150	Phylum	Bacteroidetes	0.03274306715669897	Bacteria;Bacteroidetes	Sediment
SRR10070150	Phylum	Thaumarchaeota	0.02983773732913029	Archaea;Thaumarchaeota	Sediment
SRR10070151	Class	Deltaproteobacteria	0.18143216866081863	Bacteria;Proteobacteria;Deltaproteobacteria	Sediment
SRR10070151	Class	""	0.17410839189611757	Bacteria;;	Sediment
SRR10070151	Class	Betaproteobacteria	0.1288326393574826	Bacteria;Proteobacteria;Betaproteobacteria	Sediment
SRR10070151	Class	Gammaproteobacteria	0.048007768140748176	Bacteria;Proteobacteria;Gammaproteobacteria	Sediment
SRR10070151	Class	Anaerolineae	0.04624677013215714	Bacteria;Chloroflexi;Anaerolineae	Sediment
SRR10070151	Class	Thermoprotei	0.04119418706077912	Archaea;Crenarchaeota;Thermoprotei	Sediment
SRR10070151	Class	Alphaproteobacteria	0.03541745527558796	Bacteria;Proteobacteria;Alphaproteobacteria	Sediment
SRR10070151	Family	""	0.17410839189611757	Bacteria;;;;	Sediment
SRR10070151	Family	""	0.09576866740178733	Bacteria;Proteobacteria;Deltaproteobacteria;;	Sediment
SRR10070151	Family	Anaerolineaceae	0.043843913036322645	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae	Sediment
SRR10070151	Family	""	0.04147397179111601	Bacteria;Proteobacteria;Betaproteobacteria;;	Sediment
SRR10070151	Family	""	0.03819884465364296	Archaea;Crenarchaeota;Thermoprotei;;	Sediment
SRR10070151	Family	""	0.03229044946594033	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;	Sediment
SRR10070151	Family	Desulfobacteraceae	0.026019979921331118	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae	Sediment
SRR10070151	Genus	""	0.17410839189611757	Bacteria;;;;;	Sediment
SRR10070151	Genus	""	0.09576866740178733	Bacteria;Proteobacteria;Deltaproteobacteria;;;	Sediment
SRR10070151	Genus	""	0.04147397179111601	Bacteria;Proteobacteria;Betaproteobacteria;;;	Sediment
SRR10070151	Genus	""	0.03819884465364296	Archaea;Crenarchaeota;Thermoprotei;;;	Sediment
SRR10070151	Genus	""	0.03229044946594033	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;;	Sediment
SRR10070151	Genus	""	0.027962015108375437	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;	Sediment
SRR10070151	Genus	""	0.020029295107058805	Bacteria;Proteobacteria;;;;	Sediment
SRR10070151	Kingdom	Bacteria	0.9345632889517947	Bacteria	Sediment
SRR10070151	Kingdom	Archaea	0.06543671104820525	Archaea	Sediment
SRR10070151	Order	""	0.17410839189611757	Bacteria;;;	Sediment
SRR10070151	Order	""	0.09576866740178733	Bacteria;Proteobacteria;Deltaproteobacteria;	Sediment
SRR10070151	Order	Nitrosomonadales	0.049159822912723625	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales	Sediment
SRR10070151	Order	Anaerolineales	0.043843913036322645	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales	Sediment
SRR10070151	Order	""	0.04147397179111601	Bacteria;Proteobacteria;Betaproteobacteria;	Sediment
SRR10070151	Order	""	0.03819884465364296	Archaea;Crenarchaeota;Thermoprotei;	Sediment
SRR10070151	Order	Burkholderiales	0.03480851203897237	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales	Sediment
SRR10070151	Phylum	Proteobacteria	0.41566136172874046	Bacteria;Proteobacteria	Sediment
SRR10070151	Phylum	""	0.17410839189611757	Bacteria;	Sediment
SRR10070151	Phylum	Acidobacteria	0.11780582939714619	Bacteria;Acidobacteria	Sediment
SRR10070151	Phylum	Chloroflexi	0.05719129046592387	Bacteria;Chloroflexi	Sediment
SRR10070151	Phylum	Crenarchaeota	0.04119418706077912	Archaea;Crenarchaeota	Sediment
SRR10070151	Phylum	Bacteroidetes	0.03487434374022811	Bacteria;Bacteroidetes	Sediment
SRR10070151	Phylum	Verrucomicrobia	0.025740195190994224	Bacteria;Verrucomicrobia	Sediment
SRR10102392	Class	Nitrososphaerales	0.16732036041493148	Archaea;Thaumarchaeota;Nitrososphaerales	Soil
SRR10102392	Class	Acidobacteria_Gp6	0.13670023472401	Bacteria;Acidobacteria;Acidobacteria_Gp6	Soil
SRR10102392	Class	Alphaproteobacteria	0.083713182403271	Bacteria;Proteobacteria;Alphaproteobacteria	Soil
SRR10102392	Class	Spartobacteria	0.07976073294465057	Bacteria;Verrucomicrobia;Spartobacteria	Soil
SRR10102392	Class	Acidobacteria_Gp4	0.07661088816536685	Bacteria;Acidobacteria;Acidobacteria_Gp4	Soil
SRR10102392	Class	Betaproteobacteria	0.07562656167184069	Bacteria;Proteobacteria;Betaproteobacteria	Soil
SRR10102392	Class	Actinobacteria	0.04265919588097221	Bacteria;Actinobacteria;Actinobacteria	Soil
SRR10102392	Family	Nitrososphaera	0.16732036041493148	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera	Soil
SRR10102392	Family	""	0.13670023472401	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;	Soil
SRR10102392	Family	""	0.07976073294465057	Bacteria;Verrucomicrobia;Spartobacteria;;	Soil
SRR10102392	Family	""	0.07661088816536685	Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4;	Soil
SRR10102392	Family	Chitinophagaceae	0.03243734383281593	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae	Soil
SRR10102392	Family	Sphingomonadaceae	0.028045733323237676	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	Soil
SRR10102392	Family	Comamonadaceae	0.026713106685848413	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	Soil
SRR10102392	Genus	""	0.16732036041493148	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;	Soil
SRR10102392	Genus	""	0.13670023472401	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;;	Soil
SRR10102392	Genus	""	0.07976073294465057	Bacteria;Verrucomicrobia;Spartobacteria;;;	Soil
SRR10102392	Genus	""	0.07661088816536685	Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4;;	Soil
SRR10102392	Genus	Sphingomonas	0.02747028091163777	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	Soil
SRR10102392	Genus	""	0.025092753842659195	Bacteria;;;;;	Soil
SRR10102392	Genus	Stenotrophobacter	0.022048913454985993	Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter	Soil
SRR10102392	Kingdom	Bacteria	0.8321950480805633	Bacteria	Soil
SRR10102392	Kingdom	Archaea	0.16780495191943667	Archaea	Soil
SRR10102392	Order	Nitrososphaeraceae	0.16732036041493148	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae	Soil
SRR10102392	Order	Gp6	0.13670023472401	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6	Soil
SRR10102392	Order	""	0.07976073294465057	Bacteria;Verrucomicrobia;Spartobacteria;	Soil
SRR10102392	Order	Gp4	0.07661088816536685	Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4	Soil
SRR10102392	Order	Burkholderiales	0.050594381767244644	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales	Soil
SRR10102392	Order	Rhizobiales	0.03972135988490952	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	Soil
SRR10102392	Order	Chitinophagales	0.03243734383281593	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales	Soil
SRR10102392	Phylum	Acidobacteria	0.2793518588627243	Bacteria;Acidobacteria	Soil
SRR10102392	Phylum	Proteobacteria	0.22117059135307035	Bacteria;Proteobacteria	Soil
SRR10102392	Phylum	Thaumarchaeota	0.16732036041493148	Archaea;Thaumarchaeota	Soil
SRR10102392	Phylum	Verrucomicrobia	0.10449004315893087	Bacteria;Verrucomicrobia	Soil
SRR10102392	Phylum	Actinobacteria	0.08758991443931248	Bacteria;Actinobacteria	Soil
SRR10102392	Phylum	Bacteroidetes	0.04197773907776179	Bacteria;Bacteroidetes	Soil
SRR10102392	Phylum	Firmicutes	0.028318316044521844	Bacteria;Firmicutes	Soil
SRR10102393	Class	Nitrososphaerales	0.2124675888845146	Archaea;Thaumarchaeota;Nitrososphaerales	Soil
SRR10102393	Class	Acidobacteria_Gp6	0.13375778884921874	Bacteria;Acidobacteria;Acidobacteria_Gp6	Soil
SRR10102393	Class	Alphaproteobacteria	0.09061536999579164	Bacteria;Proteobacteria;Alphaproteobacteria	Soil
SRR10102393	Class	Spartobacteria	0.07975510093262561	Bacteria;Verrucomicrobia;Spartobacteria	Soil
SRR10102393	Class	Betaproteobacteria	0.0559303856753051	Bacteria;Proteobacteria;Betaproteobacteria	Soil
SRR10102393	Class	Acidobacteria_Gp4	0.05299811302825028	Bacteria;Acidobacteria;Acidobacteria_Gp4	Soil
SRR10102393	Class	Gammaproteobacteria	0.04493436324884949	Bacteria;Proteobacteria;Gammaproteobacteria	Soil
SRR10102393	Family	Nitrososphaera	0.2124675888845146	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera	Soil
SRR10102393	Family	""	0.13375778884921874	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;	Soil
SRR10102393	Family	""	0.07975510093262561	Bacteria;Verrucomicrobia;Spartobacteria;;	Soil
SRR10102393	Family	""	0.05299811302825028	Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4;	Soil
SRR10102393	Family	""	0.023851865929978414	Bacteria;;;;	Soil
SRR10102393	Family	Sphingomonadaceae	0.023526057858083434	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	Soil
SRR10102393	Family	Bradyrhizobiaceae	0.022752263687332852	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae	Soil
SRR10102393	Genus	""	0.2124675888845146	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;	Soil
SRR10102393	Genus	""	0.13375778884921874	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;;	Soil
SRR10102393	Genus	""	0.07975510093262561	Bacteria;Verrucomicrobia;Spartobacteria;;;	Soil
SRR10102393	Genus	""	0.05299811302825028	Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4;;	Soil
SRR10102393	Genus	""	0.023851865929978414	Bacteria;;;;;	Soil
SRR10102393	Genus	Sphingomonas	0.022860866377964514	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	Soil
SRR10102393	Genus	Gaiella	0.01904619686952744	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella	Soil
SRR10102393	Kingdom	Bacteria	0.7872473290525774	Bacteria	Soil
SRR10102393	Kingdom	Archaea	0.21275267094742273	Archaea	Soil
SRR10102393	Order	Nitrososphaeraceae	0.2124675888845146	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae	Soil
SRR10102393	Order	Gp6	0.13375778884921874	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6	Soil
SRR10102393	Order	""	0.07975510093262561	Bacteria;Verrucomicrobia;Spartobacteria;	Soil
SRR10102393	Order	Gp4	0.05299811302825028	Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4	Soil
SRR10102393	Order	Rhizobiales	0.05100253858789351	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	Soil
SRR10102393	Order	Burkholderiales	0.03148120494685256	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales	Soil
SRR10102393	Order	Sphingomonadales	0.02497861884528189	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales	Soil
SRR10102393	Phylum	Acidobacteria	0.24415242387630154	Bacteria;Acidobacteria	Soil
SRR10102393	Phylum	Thaumarchaeota	0.2124675888845146	Archaea;Thaumarchaeota	Soil
SRR10102393	Phylum	Proteobacteria	0.211707370050093	Bacteria;Proteobacteria	Soil
SRR10102393	Phylum	Verrucomicrobia	0.10576544533890828	Bacteria;Verrucomicrobia	Soil
SRR10102393	Phylum	Actinobacteria	0.09180999959273992	Bacteria;Actinobacteria	Soil
SRR10102393	Phylum	Bacteroidetes	0.033979066831380744	Bacteria;Bacteroidetes	Soil
SRR10102393	Phylum	Firmicutes	0.033395327369235575	Bacteria;Firmicutes	Soil
SRR10102394	Class	Nitrososphaerales	0.19379340919166543	Archaea;Thaumarchaeota;Nitrososphaerales	Soil
SRR10102394	Class	Acidobacteria_Gp6	0.12719077877937046	Bacteria;Acidobacteria;Acidobacteria_Gp6	Soil
SRR10102394	Class	Alphaproteobacteria	0.09685237180434461	Bacteria;Proteobacteria;Alphaproteobacteria	Soil
SRR10102394	Class	Spartobacteria	0.08622727944436234	Bacteria;Verrucomicrobia;Spartobacteria	Soil
SRR10102394	Class	Betaproteobacteria	0.06143047140534949	Bacteria;Proteobacteria;Betaproteobacteria	Soil
SRR10102394	Class	Actinobacteria	0.05676075070193586	Bacteria;Actinobacteria;Actinobacteria	Soil
SRR10102394	Class	Acidobacteria_Gp4	0.04693364858873947	Bacteria;Acidobacteria;Acidobacteria_Gp4	Soil
SRR10102394	Family	Nitrososphaera	0.19379340919166543	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera	Soil
SRR10102394	Family	""	0.12719077877937046	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;	Soil
SRR10102394	Family	""	0.08622727944436234	Bacteria;Verrucomicrobia;Spartobacteria;;	Soil
SRR10102394	Family	""	0.04693364858873947	Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4;	Soil
SRR10102394	Family	Sphingomonadaceae	0.025254913551056597	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	Soil
SRR10102394	Family	Bradyrhizobiaceae	0.02494458401063987	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae	Soil
SRR10102394	Family	Chitinophagaceae	0.022905275602187084	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae	Soil
SRR10102394	Genus	""	0.19379340919166543	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;	Soil
SRR10102394	Genus	""	0.12719077877937046	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;;	Soil
SRR10102394	Genus	""	0.08622727944436234	Bacteria;Verrucomicrobia;Spartobacteria;;;	Soil
SRR10102394	Genus	""	0.04693364858873947	Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4;;	Soil
SRR10102394	Genus	Sphingomonas	0.024663809664548543	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	Soil
SRR10102394	Genus	Gaiella	0.021708290232008275	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella	Soil
SRR10102394	Genus	""	0.020526082458992168	Bacteria;;;;;	Soil
SRR10102394	Kingdom	Bacteria	0.805896261267918	Bacteria	Soil
SRR10102394	Kingdom	Archaea	0.19410373873208217	Archaea	Soil
SRR10102394	Order	Nitrososphaeraceae	0.19379340919166543	Archaea;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae	Soil
SRR10102394	Order	Gp6	0.12719077877937046	Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6	Soil
SRR10102394	Order	""	0.08622727944436234	Bacteria;Verrucomicrobia;Spartobacteria;	Soil
SRR10102394	Order	Rhizobiales	0.05624353480124132	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	Soil
SRR10102394	Order	Gp4	0.04693364858873947	Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4	Soil
SRR10102394	Order	Burkholderiales	0.037653317570563026	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales	Soil
SRR10102394	Order	Bacillales	0.028092212206295257	Bacteria;Firmicutes;Bacilli;Bacillales	Soil
SRR10102394	Phylum	Acidobacteria	0.2284173193438747	Bacteria;Acidobacteria	Soil
SRR10102394	Phylum	Proteobacteria	0.2152357026747451	Bacteria;Proteobacteria	Soil
SRR10102394	Phylum	Thaumarchaeota	0.19379340919166543	Archaea;Thaumarchaeota	Soil
SRR10102394	Phylum	Actinobacteria	0.11690557115413033	Bacteria;Actinobacteria	Soil
SRR10102394	Phylum	Verrucomicrobia	0.10848234077139057	Bacteria;Verrucomicrobia	Soil
SRR10102394	Phylum	Firmicutes	0.03902763410669425	Bacteria;Firmicutes	Soil
SRR10102394	Phylum	Bacteroidetes	0.032377715383478646	Bacteria;Bacteroidetes	Soil
